Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
10-Heptadecenoic acid-P,Plasma,N-Acetyl-L-phenylalanine-F,Feces,0.8,0.2,4,0.6,0.208,6,,,0,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
2-Butenedioic acid-P,Plasma,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F",Feces,0.464285714,0.293934108,7,0.5,0.666666667,3,,,0,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
2-Ethyl-3-hydroxypropionic acid-P,Plasma,Norketamine-F,Feces,0.273535067,0.389638903,12,0.19047619,0.651401496,8,0.6,0.4,4,0.555434559,0.004837493,24,3,TRUE,+,1,0.076535482
"2,2-Diallylpyrrolidine-P",Plasma,L-Glutamine-F,Feces,0.571428571,0.180201989,7,,,0,0.5,0.666666667,3,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
3-Methyladenine-P,Plasma,"Propanoic acid, 2-oxo-F",Feces,1,0,3,0.257142857,0.622787172,6,,,1,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
3-Methylvaleric acid-P,Plasma,"Pentanoic acid, 4-methyl-2-oxo--F",Feces,1,0,4,0.2,0.747060078,5,,,1,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy--P",Plasma,"Pentanoic acid, 4-methyl-2-oxo--F",Feces,-1,0,3,-0.885714286,0.018845481,6,,,1,-0.806060606,0.004862061,10,2,TRUE,-,-1,0.076535482
"9H-Fluorene, 9-methylene--P",Plasma,"cis-4,5-Dihydroxy-o-dithiane-F",Feces,-0.480704713,0.11366169,12,-0.869656553,0.024376892,6,,,2,-0.603688413,0.004825781,20,2,TRUE,-,-1,0.076535482
"Acetin, bis-1,3-trimethylsilyl ether-P",Plasma,D-Psicofuranose-F,Feces,-0.590345389,0.033661634,13,-0.7,0.188120404,5,,,1,-0.617479199,0.004849058,19,2,TRUE,-,-1,0.076535482
"Arabinofuranose, 1,2,3,5-tetrakis-O--P",Plasma,3-Oxo-1-cyclohexene-1-carboxylic acid-F,Feces,-0.5,0.666666667,3,-0.371428571,0.468478134,6,,,1,-0.806060606,0.004862061,10,2,TRUE,-,-1,0.076535482
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P,Plasma,Arabinose-F,Feces,-0.6,0.28475698,5,-0.5,0.666666667,3,,,2,-0.806060606,0.004862061,10,2,TRUE,-,-1,0.076535482
"Dimethyl hexopyranosiduronate, alpha-D--P",Plasma,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",Feces,0.200358102,0.474006936,15,1,0,3,0.632455532,0.367544468,4,0.578129623,0.004828969,22,3,TRUE,+,1,0.076535482
Metanephrine-P,Plasma,"1,2,4,5-Cyclohexanetetrol-F",Feces,-0.428571429,0.337368311,7,-1,0,3,,,0,-0.806060606,0.004862061,10,2,TRUE,-,-1,0.076535482
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)--P",Plasma,4-Hydroxybenzoic acid-F,Feces,0.3,0.623837665,5,0.1,0.872888572,5,,,0,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine-P",Plasma,11-Methyldodecanol-F,Feces,-0.449037517,0.123746235,13,-0.2,0.747060078,5,,,2,-0.60346142,0.004845991,20,2,TRUE,-,-1,0.076535482
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Plasma,pyrazole-F,Feces,-0.5,0.666666667,3,-0.828571429,0.041562682,6,,,1,-0.806060606,0.004862061,10,2,TRUE,-,-1,0.076535482
"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro--P",Plasma,17-alpha-Hydroxypregnenolone-F,Feces,-1,0,3,-0.485714286,0.328723032,6,,,1,-0.806060606,0.004862061,10,2,TRUE,-,-1,0.076535482
Tetradecanenitrile-P,Plasma,"Hexadecanoic acid, ethyl ester-F",Feces,0.142857143,0.787172012,6,0.8,0.2,4,,,0,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
Tetradecanenitrile-P,Plasma,Oxalic acid-F,Feces,0.142857143,0.787172012,6,0.8,0.2,4,,,0,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
Thymidine-P,Plasma,2-Aminobutanoic acid-F,Feces,1,0,3,0.428571429,0.337368311,7,,,0,0.806060606,0.004862061,10,2,TRUE,+,1,0.076535482
Acetoacetic acid-P,Plasma,L-Valine-F,Feces,0.425533881,0.220179195,10,0.642857143,0.085558891,8,,,2,0.603234341,0.004866278,20,2,TRUE,+,1,0.07657181
"L-Lysine, ethyl ester-P",Plasma,2-Aminoadipic acid-F,Feces,-0.653147679,0.056462248,9,-0.251501515,0.547942604,8,,,0,-0.648441025,0.004869032,17,2,TRUE,-,-1,0.076585092
"1-Octanol, 2-butyl--P",Plasma,2-Ketobutyric acid-F,Feces,-0.450185605,0.080155792,16,-0.771428571,0.072396501,6,-0.8,0.2,4,-0.534816153,0.004878494,26,3,TRUE,-,-1,0.076627151
5-Hydroxyhexanoic acid-P,Plasma,4-Coumaric acid-F,Feces,-0.490767839,0.053579445,16,-0.678571429,0.093750254,7,,,2,-0.544579736,0.004883168,25,2,TRUE,-,-1,0.076627151
"Cholesta-3,5-diene-P",Plasma,DL-Phenylalanine-F,Feces,0.381724496,0.144574424,16,0.333333333,0.419753086,8,0.4,0.6,4,0.516632448,0.004881269,28,3,TRUE,+,1,0.076627151
D-Leucylglycylglycine-P,Plasma,Decyl oleate-F,Feces,-0.273684211,0.389370041,12,,,0,-0.2,0.8,4,-0.665684831,0.004881176,16,2,TRUE,-,-1,0.076627151
Mirin-P,Plasma,beta-Alanine-F,Feces,0.542857143,0.265702624,6,0.486258996,0.268528533,7,,,0,0.726897243,0.004879019,13,2,TRUE,+,1,0.076627151
Pentanoic acid-P,Plasma,Phthalazin-1-one-F,Feces,-0.541176471,0.030400219,16,-0.5,0.391002219,5,-0.8,0.2,4,-0.544615385,0.004879812,25,3,TRUE,-,-1,0.076627151
L-Proline-P,Plasma,17-alpha-Hydroxypregnenolone-F,Feces,-1,0,3,-0.505224802,0.247438997,7,,,1,-0.777062828,0.004892522,11,2,TRUE,-,-1,0.0767439
"D-Isoleucine, N-acetyl--P",Plasma,N-Methyl-L-proline-F,Feces,0.709090909,0.021665923,10,0.071428571,0.866526271,8,0.5,0.666666667,3,0.58961039,0.00490835,21,3,TRUE,+,1,0.076932001
Octocrylene-P,Plasma,Tetrahydrolinalool-F,Feces,0.20519567,0.740581942,5,0.6,0.4,4,,,0,0.836827409,0.004907015,9,2,TRUE,+,1,0.076932001
Erythritol-P,Plasma,12-Oxooctadecanoate-F,Feces,0.68275273,0.005031566,15,0.071857576,0.865730124,8,0.866025404,0.333333333,3,0.53429116,0.004928618,26,3,TRUE,+,1,0.077189356
N-Isobutyl-sec-butylamine-P,Plasma,Cytosine-F,Feces,-0.152441858,0.674175253,10,-0.198206242,0.670085034,7,,,2,-0.61660085,0.004927313,19,2,TRUE,-,-1,0.077189356
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-P",Plasma,Serine-F,Feces,0.794986038,0.010444518,9,1,0,3,,,1,0.726273039,0.00493412,13,2,TRUE,+,1,0.077215216
2-Hydroxy-5-methoxybenzaldehyde-P,Plasma,Sebacic acid-F,Feces,-0.307793506,0.614384003,5,-0.285714286,0.534509229,7,,,1,-0.726273039,0.00493412,13,2,TRUE,-,-1,0.077215216
"Stigmast-5-ene, 3beta--P",Plasma,Pantolactone-F,Feces,-0.41783357,0.107301002,16,-0.526955555,0.179628967,8,-0.8,0.2,4,-0.516018639,0.00494117,28,3,TRUE,-,-1,0.077295392
"(R*,S*)-2,3-Dihydroxybutanoic acid-P",Plasma,4-Coumaric acid-F,Feces,-0.371428571,0.468478134,6,-0.974679434,0.00481823,5,-0.5,0.666666667,3,-0.704070833,0.004943999,14,3,TRUE,-,-1,0.077309492
"Octane, 1-propoxy--P",Plasma,Propanedioic acid-F,Feces,-0.293510644,0.269882154,16,-0.3,0.623837665,5,-0.8,0.2,4,-0.543879948,0.004949445,25,3,TRUE,-,-1,0.077364493
"Glycine, N-(1-oxobutyl)--P",Plasma,Myristic acid-F,Feces,0.141280697,0.629971331,14,0.357142857,0.385120644,8,0.2,0.8,4,0.534040401,0.004952713,26,3,TRUE,+,1,0.077385412
10-Heptadecenoic acid-P,Plasma,Malic acid-F,Feces,0.066666667,0.864689785,9,0.392857143,0.38331687,7,,,0,0.664705882,0.004967386,16,2,TRUE,+,1,0.077554256
Butylmethylamine-P,Plasma,2-Pyrrolidinone-F,Feces,-0.142857143,0.7599453,7,-0.166666667,0.693238812,8,,,1,-0.664705882,0.004967386,16,2,TRUE,-,-1,0.077554256
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P",Plasma,L-Rhamnose-F,Feces,0.440559441,0.151735036,12,0.238095238,0.570156321,8,,,2,0.576510446,0.004977466,22,2,TRUE,+,1,0.077655237
"D-(+)-Talofuranose, pentakis-P",Plasma,Phenol-F,Feces,0.190721649,0.479231371,16,0.8,0.2,4,0.2,0.8,4,0.553936494,0.004977726,24,3,TRUE,+,1,0.077655237
3-Aminobutanoic acid-P,Plasma,Tyrosine-F,Feces,0.412371581,0.112451158,16,,,2,0.632455532,0.367544468,4,0.576434228,0.004984548,22,2,TRUE,+,1,0.077731433
"2-Heptanone, 4,6-dimethyl--P",Plasma,Ethanolamine-F,Feces,0.724713795,0.103242805,6,0.028571429,0.957154519,6,,,0,0.749563321,0.005004049,12,2,TRUE,+,1,0.077914367
2-Pyrrolidinone-P,Plasma,"Propanoic acid, 2-oxo-F",Feces,-1,0,3,-0.215572727,0.608149066,8,,,1,-0.749563321,0.005004049,12,2,TRUE,-,-1,0.077914367
"3-Methylpiperazine-2,5-dione, (R)--P",Plasma,"1,2,4,5-Cyclohexanetetrol-F",Feces,-0.239525252,0.567772152,8,-0.2,0.8,4,,,0,-0.749563321,0.005004049,12,2,TRUE,-,-1,0.077914367
Dihydrouracil-P,Plasma,"1,2,4,5-Cyclohexanetetrol-F",Feces,-0.162168743,0.728299563,7,-0.2,0.8,4,,,1,-0.749563321,0.005004049,12,2,TRUE,-,-1,0.077914367
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy--P",Plasma,"2,5-Dimethoxymandelic acid-F",Feces,-0.5,0.666666667,3,-0.214285714,0.610344416,8,,,2,-0.725274725,0.005023238,13,2,TRUE,-,-1,0.078001177
"Benzimidazole, 5-trifluoromethyl-2-methyl--P",Plasma,Cinnamic acid-F,Feces,0.8,0.2,4,0.619047619,0.101733037,8,,,1,0.725274725,0.005023238,13,2,TRUE,+,1,0.078001177
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)--P",Plasma,2-Aminoadipic acid-F,Feces,-0.1,0.872888572,5,-0.071428571,0.879048193,7,,,1,-0.725274725,0.005023238,13,2,TRUE,-,-1,0.078001177
"Dodecanamide, N-(2-hydroxyethyl)--P",Plasma,Itaconic acid-F,Feces,0.7,0.188120404,5,0.142857143,0.7599453,7,,,1,0.725274725,0.005023238,13,2,TRUE,+,1,0.078001177
Isonicotinic Acid-P,Plasma,Trisaminol-F,Feces,-0.491864443,0.052966513,16,-0.970588235,0.001284857,6,-0.4,0.6,4,-0.533390442,0.005015629,26,3,TRUE,-,-1,0.078001177
L-Hydroxyproline-P,Plasma,3-Pyridylcarbinol-F,Feces,0.5,0.666666667,3,0.392857143,0.38331687,7,0.5,0.666666667,3,0.725274725,0.005023238,13,3,TRUE,+,1,0.078001177
Trisaminol-P,Plasma,2-Pentenedioic acid-F,Feces,-1,0,4,-0.785714286,0.036238463,7,,,2,-0.725274725,0.005023238,13,2,TRUE,-,-1,0.078001177
"Inosose-2, 1,3,4,5,6-pentakis--P",Plasma,L-Fucose-F,Feces,0.08960631,0.750806874,15,0.059881313,0.88799065,8,0.5,0.666666667,3,0.533105413,0.005043433,26,3,TRUE,+,1,0.078254172
L-Proline-P,Plasma,Octadecyl octyl ether-F,Feces,-0.420095704,0.19830412,11,-0.025540472,0.952132436,8,-0.5,0.666666667,3,-0.575804417,0.005043397,22,3,TRUE,-,-1,0.078254172
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-P",Plasma,"N-Acetyl-D-galactosamine, (R,R,R,R)-F",Feces,0.140689789,0.64663356,13,0.277108434,0.50640757,8,0.25819889,0.74180111,4,0.542862899,0.00504712,25,3,TRUE,+,1,0.078281102
Trimethylsilyl oct-2-enoate-P,Plasma,l-Leucyl-l-valine-F,Feces,0.329826592,0.295107513,12,0.142857143,0.787172012,6,1,0,3,0.588044309,0.00505249,21,3,TRUE,+,1,0.078334098
"Cyclopentanone, 2,2,4-trimethyl--P",Plasma,Cytosine-F,Feces,0.9,0.037386073,5,0.018018749,0.969415387,7,0.8,0.2,4,0.663723506,0.005055119,16,3,TRUE,+,1,0.078344575
Metanephrine-P,Plasma,Serine-F,Feces,0.352121408,0.261643428,12,0.371428571,0.468478134,6,,,1,0.615115185,0.005062029,19,2,TRUE,+,1,0.07842137
12-Hydroxyoctadecanoic acid-P,Plasma,Hexanedioic acid-F,Feces,-0.345730028,0.247243067,13,-0.521793932,0.288343234,6,,,1,-0.601053863,0.005064674,20,2,TRUE,-,-1,0.078432053
"Acetin, bis-1,3-trimethylsilyl ether-P",Plasma,1-Octanol-F,Feces,-0.77845707,0.022867334,8,-0.231908414,0.658373571,6,,,0,-0.702643172,0.005071297,14,2,TRUE,-,-1,0.078504304
"Benzene, 1,3-bis(1,1-dimethylethyl)--P",Plasma,Isopropyl palmitate-F,Feces,0.360680069,0.169933537,16,,,2,1,0,4,0.57538899,0.005082529,22,2,TRUE,+,1,0.078647825
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine-P",Plasma,Acetoacetic acid-F,Feces,0.013428833,0.962115393,15,0.048196269,0.90977184,8,,,2,0.542252256,0.005106541,25,2,TRUE,+,1,0.07866475
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P",Plasma,10-Heptadecenoic acid-F,Feces,0.7,0.188120404,5,0.202919862,0.699797968,6,,,0,0.774489481,0.005131181,11,2,TRUE,+,1,0.07866475
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl--P",Plasma,"2,3,4-Trihydroxybutyric acid-F",Feces,-0.533333333,0.139226868,9,-0.371428571,0.468478134,6,,,0,-0.682142857,0.005086326,15,2,TRUE,-,-1,0.07866475
2-Amino-4-methylphenol-P,Plasma,N-Methyl-alpha-aminoisobutyric acid-F,Feces,-0.9,0.037386073,5,-0.9,0.037386073,5,,,2,-0.748251748,0.005124082,12,2,TRUE,-,-1,0.07866475
"2,6-Dimethoxybenzylamine-P",Plasma,2-Hydroxy-3-methylbutyric acid-F,Feces,0.5,0.391002219,5,0.571428571,0.180201989,7,,,0,0.748251748,0.005124082,12,2,TRUE,+,1,0.07866475
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Plasma,"Hydantoin, 5-hydroxy-F",Feces,0.5,0.666666667,3,0.714285714,0.046528232,8,,,1,0.748251748,0.005124082,12,2,TRUE,+,1,0.07866475
"3-Buten-2-one, 4-(4-methoxyphenyl)--P",Plasma,Pentanedioic acid-F,Feces,0.148857815,0.58217378,16,0.439155033,0.27632684,8,0.2,0.8,4,0.514176261,0.005124733,28,3,TRUE,+,1,0.07866475
"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)--P",Plasma,Octadecyl octyl ether-F,Feces,0.290693866,0.447935592,9,0.481812056,0.273586841,7,0.866025404,0.333333333,3,0.614374783,0.005130286,19,3,TRUE,+,1,0.07866475
"3-Methylpiperazine-2,5-dione, (R)--P",Plasma,4-hydroxy-3-penten-2-one-F,Feces,-0.04965522,0.872020793,13,-0.142857143,0.7599453,7,,,0,-0.600677498,0.005099584,20,2,TRUE,-,-1,0.07866475
4-Pyridinol-P,Plasma,Glyceric acid-F,Feces,0.368790461,0.159833453,16,0.035928788,0.932691475,8,0.8,0.2,4,0.514263153,0.005115947,28,3,TRUE,+,1,0.07866475
5-Hydroxytryptophan-P,Plasma,Monomethyl succinate-F,Feces,-0.563743705,0.022946267,16,-0.542857143,0.265702624,6,-0.8,0.2,4,-0.532409791,0.005111835,26,3,TRUE,-,-1,0.07866475
alpha-Linolenic acid-P,Plasma,2-Aminobutanoic acid-F,Feces,-0.077061427,0.784875879,15,-0.028571429,0.957154519,6,,,2,-0.563303935,0.005128498,23,2,TRUE,-,-1,0.07866475
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P",Plasma,D-Xylose-F,Feces,0.4,0.6,4,0.25,0.588724448,7,,,1,0.748251748,0.005124082,12,2,TRUE,+,1,0.07866475
Cinnamic acid-P,Plasma,Dodecanamide-F,Feces,0.5,0.391002219,5,0.3,0.623837665,5,,,2,0.748251748,0.005124082,12,2,TRUE,+,1,0.07866475
Ethanolamine-P,Plasma,Syringic acid-F,Feces,0.272100095,0.392230588,12,0.614502433,0.105004638,8,0.4,0.6,4,0.552701187,0.005095916,24,3,TRUE,+,1,0.07866475
L-Asparagine-P,Plasma,alpha-Tocopheryl acetate-F,Feces,-0.761904762,0.028004939,8,-1,0,3,,,1,-0.748251748,0.005124082,12,2,TRUE,-,-1,0.07866475
L-Isoleucine-P,Plasma,"Hexonic acid, 3-deoxy-, gamma-lactone-F",Feces,0.134213503,0.647354725,14,0.564288094,0.321723336,5,0.8,0.2,4,0.563519594,0.005107795,23,3,TRUE,+,1,0.07866475
L-Leucine-P,Plasma,"Gluconolactone (3R,4S,5R,6R)-F",Feces,0.393863181,0.163498934,14,0.52463139,0.285252187,6,,,4,0.552420685,0.005123079,24,2,TRUE,+,1,0.07866475
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,Pipecolic acid-F,Feces,0.151917569,0.574351552,16,0.085714286,0.87174344,6,0.5,0.666666667,3,0.542340302,0.005097937,25,3,TRUE,+,1,0.07866475
N-Isobutyrylglycine-P,Plasma,Tyrosine-F,Feces,-0.6,0.28475698,5,-0.371428571,0.468478134,6,,,1,-0.748251748,0.005124082,12,2,TRUE,-,-1,0.07866475
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine-P",Plasma,"Hexadecanoic acid, methyl ester-F",Feces,-0.269601355,0.373050071,13,-0.142857143,0.787172012,6,,,2,-0.587203669,0.005131297,21,2,TRUE,-,-1,0.07866475
Nonanal-P,Plasma,"Stigmast-5-ene, 3beta-F",Feces,0.2,0.8,4,0.714285714,0.071343561,7,,,1,0.748251748,0.005124082,12,2,TRUE,+,1,0.07866475
Phenylalanine-P,Plasma,Dodecanoic acid-F,Feces,-0.268347536,0.314940902,16,-0.6,0.208,6,,,1,-0.563404091,0.005118875,23,2,TRUE,-,-1,0.07866475
Pyrrole-2-carboxylic acid-P,Plasma,Phenylpropanolamine-F,Feces,-0.054554473,0.907523209,7,-0.576599976,0.175381825,7,,,2,-0.663229329,0.005099718,16,2,TRUE,-,-1,0.07866475
Triethanolamine-P,Plasma,9-Octadecenoic acid-F,Feces,-0.483063852,0.058034535,16,-0.5,0.20703125,8,-1,0,4,-0.514098021,0.005132655,28,3,TRUE,-,-1,0.07866475
"Cholest-7-en-3-ol, (3beta,5alpha)--P",Plasma,Desmethylverapamil-F,Feces,0.270281239,0.557730749,7,0.1,0.872888572,5,,,2,0.701870612,0.005141243,14,2,TRUE,+,1,0.078706146
"Glycine, N-(1-oxobutyl)--P",Plasma,"D-(+)-Ribono-1,4-lactone-F",Feces,0.450468731,0.310429302,7,0.785714286,0.036238463,7,,,0,0.701870612,0.005141243,14,2,TRUE,+,1,0.078706146
L-Threonine-P,Plasma,"2,3,4-Trihydroxybutyric acid-F",Feces,0.8,0.2,4,0.371264141,0.365202058,8,,,2,0.701870612,0.005141243,14,2,TRUE,+,1,0.078706146
"Cholesta-3,5-diene-P",Plasma,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester-F",Feces,-0.378776816,0.14796116,16,-0.203596465,0.628674673,8,-0.4,0.6,4,-0.513964951,0.005146152,28,3,TRUE,-,-1,0.078751246
"Cholesta-3,5-dien-7-one-P",Plasma,2-Pyrrolidinone-F,Feces,0.151265845,0.697659275,9,0.035714286,0.939408205,7,,,2,0.629132567,0.005154424,18,2,TRUE,+,1,0.07884774
"3-Methylpiperazine-2,5-dione, (R)--P",Plasma,Trisaminol-F,Feces,0.20310192,0.450595049,16,0.231908414,0.658373571,6,,,0,0.574540334,0.005163257,22,2,TRUE,+,1,0.078928653
Pentylone-P,Plasma,Ribonic acid-F,Feces,0.6,0.28475698,5,0.130984208,0.779536932,7,,,0,0.747824492,0.005163649,12,2,TRUE,+,1,0.078928653
5-Hydroxyquinoline-P,Plasma,2-Aminobutanoic acid-F,Feces,0.156055381,0.5786298,15,0.142857143,0.7599453,7,,,2,0.55190457,0.005173376,24,2,TRUE,+,1,0.079047215
"6,8-Dioxapentadecane-P",Plasma,Cytosine-F,Feces,0.813676204,0.007621974,9,0.6,0.28475698,5,,,1,0.681007959,0.005189485,15,2,TRUE,+,1,0.07919495
"Benzene, 1,3-bis(1,1-dimethylethyl)--P",Plasma,1-Octadecanol-F,Feces,0.303030386,0.253920071,16,,,2,1,0,4,0.574257449,0.005190403,22,2,TRUE,+,1,0.07919495
Cyclohexanol-P,Plasma,2-Pyrrolidinone-F,Feces,-0.026509573,0.922366724,16,-0.166666667,0.693238812,8,-0.8,0.2,4,-0.513550506,0.005188383,28,3,TRUE,-,-1,0.07919495
"Dodecanamide, N-(2-hydroxyethyl)--P",Plasma,Cyclo(L-prolyl-L-valine)-F,Feces,-0.5,0.117306803,11,-0.428571429,0.337368311,7,-0.8,0.2,4,-0.574251835,0.005190943,22,3,TRUE,-,-1,0.07919495
1-Monoacetin-P,Plasma,Xylazine-F,Feces,-0.227719258,0.526901702,10,-0.464285714,0.293934108,7,,,2,-0.613627856,0.005199906,19,2,TRUE,-,-1,0.079261418
5-Hydroxyquinoline-P,Plasma,Propylamine-F,Feces,-0.564256524,0.022795064,16,-0.714285714,0.071343561,7,-0.2,0.8,4,-0.522151029,0.005209988,27,3,TRUE,-,-1,0.079261418
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)--P",Plasma,Hexanoic acid-F,Feces,-0.7,0.188120404,5,-0.691023319,0.08556959,7,,,0,-0.747373022,0.005205708,12,2,TRUE,-,-1,0.079261418
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza--P",Plasma,"3,4-Dimethoxymandelic acid-F",Feces,0.285714286,0.534509229,7,0.2,0.747060078,5,,,2,0.701098901,0.005211862,14,2,TRUE,+,1,0.079261418
"Cholest-7-en-3-ol, (3beta,5alpha)--P",Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,-0.100448794,0.721699205,15,-0.30952381,0.455644891,8,-1,0,3,-0.531394424,0.005213085,26,3,TRUE,-,-1,0.079261418
D-Arabinose-P,Plasma,Syringaldehyde-F,Feces,0.18920963,0.482788009,16,,,1,0.2,0.8,4,0.586397936,0.005207785,21,2,TRUE,+,1,0.079261418
"Glycine, N-(N-DL-leucylglycyl)--P",Plasma,Suberic acid-F,Feces,0.241150705,0.368259351,16,,,2,0.8,0.2,4,0.574053229,0.005210073,22,2,TRUE,+,1,0.079261418
L-Cysteine-P,Plasma,Phthalimide-F,Feces,0.5,0.666666667,3,0.774806218,0.040769463,7,,,0,0.802435318,0.005211462,10,2,TRUE,+,1,0.079261418
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl--P",Plasma,3-Aminobutanoic acid-F,Feces,-0.7,0.188120404,5,-0.948683298,0.051316702,4,,,1,-0.802435318,0.005211462,10,2,TRUE,-,-1,0.079261418
"3,5-Dimethyl-1,4-diallylpyrazole-P",Plasma,4-Methyl-5-thiazoleethanol-F,Feces,-0.059225666,0.862673047,11,-0.619047619,0.101733037,8,-0.2,0.8,4,-0.562391912,0.005216828,23,3,TRUE,-,-1,0.07927468
Trimidox-P,Plasma,1-Dodecanol-F,Feces,-0.716463415,0.019745663,10,,,0,-0.5,0.666666667,3,-0.723140496,0.00521791,13,2,TRUE,-,-1,0.07927468
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide-P",Plasma,Phthalazin-1-one-F,Feces,,,0,-0.6,0.208,6,-1,0,3,-0.833333333,0.005265691,9,2,TRUE,-,-1,0.079428959
"1,3-Cyclohexanebis(methylamine)-P",Plasma,L-Proline-F,Feces,0.4,0.6,4,0.7,0.188120404,5,,,0,0.833333333,0.005265691,9,2,TRUE,+,1,0.079428959
"1,3-Cyclohexanebis(methylamine)-P",Plasma,Trisaminol-F,Feces,1,0,4,0.5,0.391002219,5,,,0,0.833333333,0.005265691,9,2,TRUE,+,1,0.079428959
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Plasma,Putrescine-F,Feces,0.580701754,0.047721843,12,0.840668002,0.036057573,6,0.5,0.666666667,3,0.585960382,0.005249716,21,3,TRUE,+,1,0.079428959
7-(Trimethylsilyl)amino-4-methylcoumarin-P,Plasma,Desmethylverapamil-F,Feces,0.8,0.2,4,1,0,3,,,2,0.833333333,0.005265691,9,2,TRUE,+,1,0.079428959
Adipoyl-L-carnitine-P,Plasma,"Thymidine, 5'-phosphate-F",Feces,-0.5,0.666666667,3,-0.485714286,0.328723032,6,,,0,-0.833333333,0.005265691,9,2,TRUE,-,-1,0.079428959
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza--P",Plasma,"2,5-Dimethoxymandelic acid-F",Feces,0.5,0.666666667,3,0.2,0.747060078,5,,,1,0.833333333,0.005265691,9,2,TRUE,+,1,0.079428959
DL-Glyceraldehyde-P,Plasma,"2',2,3,6'-Tetramethoxychalcone-F",Feces,-0.5,0.666666667,3,-1,0,4,,,2,-0.833333333,0.005265691,9,2,TRUE,-,-1,0.079428959
DL-Glyceraldehyde-P,Plasma,Tetrahydrolinalool-F,Feces,-0.1,0.872888572,5,-0.8,0.2,4,,,0,-0.833333333,0.005265691,9,2,TRUE,-,-1,0.079428959
Ecgonine-P,Plasma,2-Aminobutanoic acid-F,Feces,-0.1,0.872888572,5,-0.8,0.2,4,,,0,-0.833333333,0.005265691,9,2,TRUE,-,-1,0.079428959
Ecgonine-P,Plasma,Vanillin-F,Feces,-0.1,0.872888572,5,-0.8,0.2,4,,,0,-0.833333333,0.005265691,9,2,TRUE,-,-1,0.079428959
Hydroquinidine-P,Plasma,D-(+)-Glucosamine-F,Feces,-0.278571429,0.314709473,15,-0.028571429,0.957154519,6,-0.5,0.666666667,3,-0.551304348,0.00523239,24,3,TRUE,-,-1,0.079428959
