cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000029772-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.654653671,0.110566691,7,1.0,0.0,4,0.702731221,0.078237454,7,0.793799404,8.41e-05,18,3,True,+,1,0.053376694
ENSMUSG00000045284-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.654653671,0.110566691,7,0.8,0.2,4,0.270281239,0.557730749,7,0.717313524,0.000805487,18,3,True,+,1,0.09748109
ENSMUSG00000025016-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.654653671,0.110566691,7,0.8,0.2,4,0.792824967,0.033443544,7,0.741086162,0.000433438,18,3,True,+,1,0.078055046
ENSMUSG00000024800-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.654653671,0.110566691,7,1.0,0.0,4,0.738768719,0.057858497,7,0.826874379,2.32e-05,18,3,True,+,1,0.029852387
ENSMUSG00000002324-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-0.642857143,0.119392373,7,-0.5,0.666666667,3,-0.4,0.6,4,-0.797802198,0.000628276,14,3,True,-,-1,0.089059848
ENSMUSG00000024191-P,"Benzoic acid, methyl ester",1.0,0.0,4,1.0,0.0,4,0.4,0.6,4,0.874125874,0.000200713,12,3,True,+,1,0.067071685
ENSMUSG00000032216-P,"Benzoic acid, pentadecyl ester",0.846881215,0.016197127,7,1.0,0.0,3,0.678571429,0.093750254,7,0.804414621,9.9e-05,17,3,True,+,1,0.056357646
ENSMUSG00000030216-P,"Benzoic acid, pentadecyl ester",0.95499371,0.000805535,7,0.5,0.666666667,3,0.107142857,0.819150856,7,0.790925961,0.000156533,17,3,True,+,1,0.061889587
ENSMUSG00000025410-P,"Benzoic acid, pentadecyl ester",-0.666693722,0.10192046,7,-0.5,0.666666667,3,-0.357142857,0.431611352,7,-0.754138707,0.000470016,17,3,True,-,-1,0.080592749
ENSMUSG00000028273-P,"Benzoic acid, pentadecyl ester",0.792824967,0.033443544,7,0.5,0.666666667,3,0.428571429,0.337368311,7,0.860821744,9.18e-06,17,3,True,+,1,0.018181499
ENSMUSG00000059495-P,"Benzoic acid, pentadecyl ester",0.882918713,0.008450342,7,1.0,0.0,3,0.464285714,0.293934108,7,0.820355764,5.5e-05,17,3,True,+,1,0.044356916
ENSMUSG00000029790-P,"Benzoic acid, pentadecyl ester",0.918956212,0.003436626,7,1.0,0.0,3,0.678571429,0.093750254,7,0.854690535,1.24e-05,17,3,True,+,1,0.023709048
ENSMUSG00000041408-P,"Benzoic acid, pentadecyl ester",0.684712472,0.089666453,7,0.5,0.666666667,3,0.285714286,0.534509229,7,0.782342268,0.000206048,17,3,True,+,1,0.067071685
ENSMUSG00000027523-P,"Benzoic acid, pentadecyl ester",0.95499371,0.000805535,7,1.0,0.0,3,0.642857143,0.119392373,7,0.832618182,3.36e-05,17,3,True,+,1,0.035186847
ENSMUSG00000034377-P,"Benzoic acid, pentadecyl ester",0.95499371,0.000805535,7,0.5,0.666666667,3,0.464285714,0.293934108,7,0.74923374,0.000536625,17,3,True,+,1,0.084232264
ENSMUSG00000029772-P,"Benzoic acid, pentadecyl ester",0.810843716,0.026916329,7,1.0,0.0,3,0.571428571,0.180201989,7,0.827713215,4.11e-05,17,3,True,+,1,0.038047159
ENSMUSG00000031246-P,"Benzoic acid, pentadecyl ester",0.828862466,0.021173516,7,1.0,0.0,3,0.785714286,0.036238463,7,0.82403449,4.76e-05,17,3,True,+,1,0.041370513
ENSMUSG00000006476-P,"Benzoic acid, pentadecyl ester",-0.594618725,0.159089994,7,-0.5,0.666666667,3,-0.607142857,0.148231161,7,-0.790925961,0.000156533,17,3,True,-,-1,0.061889587
ENSMUSG00000045284-P,"Benzoic acid, pentadecyl ester",0.810843716,0.026916329,7,0.5,0.666666667,3,0.071428571,0.879048193,7,0.751686223,0.000502403,17,3,True,+,1,0.082373118
ENSMUSG00000016487-P,"Benzoic acid, pentadecyl ester",0.612637475,0.143588575,7,0.5,0.666666667,3,0.464285714,0.293934108,7,0.768853609,0.000309995,17,3,True,+,1,0.070192523
ENSMUSG00000024800-P,"Benzoic acid, pentadecyl ester",0.882918713,0.008450342,7,1.0,0.0,3,0.75,0.0521814,7,0.920907592,1.59e-07,17,3,True,+,1,0.000747993
ENSMUSG00000024975-P,Benzophenone,0.704186851,0.077350248,7,1.0,0.0,4,0.928571429,0.002519472,7,0.741470045,0.000428895,18,3,True,+,1,0.078055046
ENSMUSG00000027523-P,Benzophenone,0.926561646,0.002697476,7,0.8,0.2,4,0.857142857,0.013697327,7,0.768357383,0.000195498,18,3,True,+,1,0.067071685
ENSMUSG00000026563-P,Benzophenone,-0.667124385,0.101617979,7,-1.0,0.0,4,-0.571428571,0.180201989,7,-0.733197018,0.000536146,18,3,True,-,-1,0.084232264
ENSMUSG00000029551-P,Benzophenone,-0.667124385,0.101617979,7,-0.8,0.2,4,-0.321428571,0.482072038,7,-0.714582707,0.000861575,18,3,True,-,-1,0.09748109
ENSMUSG00000031479-P,Benzophenone,0.963624112,0.000475304,7,0.8,0.2,4,0.607142857,0.148231161,7,0.737333532,0.000480014,18,3,True,+,1,0.080718921
ENSMUSG00000042506-P,Benzyl alcohol,0.571428571,0.180201989,7,1.0,0.0,4,0.522543728,0.228877878,7,0.71347454,0.000885246,18,3,True,+,1,0.097857182
ENSMUSG00000069631-P,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.864899964,0.011965035,7,0.5,0.666666667,3,0.296499727,0.518476964,7,0.742474311,0.000641113,17,3,True,+,1,0.089999952
ENSMUSG00000029551-P,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-0.72074997,0.067634995,7,-0.5,0.666666667,3,-0.555936987,0.195022425,7,-0.727723166,0.00092856,17,3,True,-,-1,0.098452429
ENSMUSG00000028383-P,beta-D-Glucopyranose,0.866025404,0.333333333,3,1.0,0.0,3,0.6,0.208,6,0.893171247,9.14e-05,12,3,True,+,1,0.054458719
ENSMUSG00000029840-P,beta-D-Glucopyranose,0.866025404,0.333333333,3,0.5,0.666666667,3,0.371428571,0.468478134,6,0.830123865,0.000831418,12,3,True,+,1,0.09748109
ENSMUSG00000070348-P,beta-Lyxopyranose,0.2,0.747060078,5,,,2,0.763762616,0.045659124,7,0.806169357,0.00049712,14,2,True,+,1,0.082337438
ENSMUSG00000025410-P,beta-Lyxopyranose,-0.2,0.747060078,5,,,2,-0.654653671,0.110566691,7,-0.850222327,0.000117096,14,2,True,-,-1,0.056988561
ENSMUSG00000024687-P,beta-Lyxopyranose,0.8,0.104088039,5,,,2,0.327326835,0.473596936,7,0.810574654,0.000437507,14,2,True,+,1,0.078502366
ENSMUSG00000039883-P,beta-Lyxopyranose,-0.6,0.28475698,5,,,2,-0.654653671,0.110566691,7,-0.920707079,3.02e-06,14,2,True,-,-1,0.009345934
ENSMUSG00000001687-P,beta-Lyxopyranose,0.8,0.104088039,5,,,2,0.872871561,0.010323415,7,0.872248812,4.74e-05,14,2,True,+,1,0.041370513
ENSMUSG00000028700-P,beta-Lyxopyranose,0.7,0.188120404,5,,,2,0.709208143,0.07433118,7,0.784142871,0.000900858,14,2,True,+,1,0.098452429
ENSMUSG00000038084-P,beta-Lyxopyranose,0.3,0.623837665,5,,,2,0.327326835,0.473596936,7,0.803966708,0.000529283,14,2,True,+,1,0.08374345
ENSMUSG00000029772-P,beta-Lyxopyranose,0.9,0.037386073,5,,,2,0.109108945,0.815871484,7,0.817182599,0.000358997,14,2,True,+,1,0.073291945
ENSMUSG00000045930-P,beta-Lyxopyranose,0.3,0.623837665,5,,,2,0.927426034,0.002620044,7,0.801764059,0.000563098,14,2,True,+,1,0.08621001
ENSMUSG00000022427-P,beta-Lyxopyranose,0.8,0.104088039,5,,,2,0.709208143,0.07433118,7,0.819385248,0.000335514,14,2,True,+,1,0.070704867
ENSMUSG00000021709-P,beta-Lyxopyranose,1.0,1.3999999999999999e-24,5,,,2,0.490990253,0.263193811,7,0.806169357,0.00049712,14,2,True,+,1,0.082337438
ENSMUSG00000030560-P,beta-Methylphenethylamine,0.542857143,0.265702624,6,,,2,0.1,0.872888572,5,0.868131868,0.000119103,13,2,True,+,1,0.056988561
ENSMUSG00000027860-P,beta-Methylphenethylamine,0.542857143,0.265702624,6,,,2,0.6,0.28475698,5,0.835164835,0.000380208,13,2,True,+,1,0.073907169
ENSMUSG00000045284-P,beta-Methylphenethylamine,0.942857143,0.004804665,6,,,2,0.3,0.623837665,5,0.802197802,0.000968779,13,2,True,+,1,0.099433861
ENSMUSG00000015970-P,beta-Methylphenethylamine,0.371428571,0.468478134,6,,,2,0.7,0.188120404,5,0.818681319,0.000620988,13,2,True,+,1,0.089010732
ENSMUSG00000049097-P,Bis(trimethylsilyl)histidine,-0.857142857,0.013697327,7,,,1,-0.857142857,0.013697327,7,-0.771428571,0.000756875,15,2,True,-,-1,0.096480633
ENSMUSG00000053749-P,Bis(trimethylsilyl)histidine,-0.75,0.0521814,7,,,1,-0.433460723,0.331269985,7,-0.785662336,0.000517199,15,2,True,-,-1,0.082890796
ENSMUSG00000031513-P,Bis(trimethylsilyl)histidine,0.535714286,0.215217456,7,,,1,0.892857143,0.006807187,7,0.828571429,0.000135245,15,2,True,+,1,0.059783548
ENSMUSG00000085945-P,Bis(trimethylsilyl)histidine,0.857142857,0.013697327,7,,,1,0.357142857,0.431611352,7,0.792857143,0.000422077,15,2,True,+,1,0.078055046
ENSMUSG00000046351-P,Butanedioic acid,0.872871561,0.010323415,7,0.4,0.6,4,0.428571429,0.337368311,7,0.733471466,0.000532259,18,3,True,+,1,0.083812626
ENSMUSG00000031246-P,Butanedioic acid,0.763762616,0.045659124,7,0.4,0.6,4,0.071428571,0.879048193,7,0.715909473,0.000833931,18,3,True,+,1,0.09748109
ENSMUSG00000021709-P,Butanedioic acid,0.78194744,0.037769723,7,0.8,0.2,4,0.428571429,0.337368311,7,0.753099575,0.000308988,18,3,True,+,1,0.070192523
ENSMUSG00000017314-P,Butanedioic acid,-0.400066132,0.373847495,7,-0.8,0.2,4,-0.678571429,0.093750254,7,-0.721074765,0.00073325,18,3,True,-,-1,0.09525589
ENSMUSG00000034930-P,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",1.0,0.0,3,0.8,0.2,4,0.948683298,0.051316702,4,0.911164095,9.55e-05,11,3,True,+,1,0.055300212
ENSMUSG00000031918-P,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",0.5,0.666666667,3,0.8,0.2,4,0.737864787,0.262135213,4,0.86560589,0.000574634,11,3,True,+,1,0.086628887
ENSMUSG00000026803-P,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",0.792824967,0.033443544,7,1.0,0.0,3,0.324337487,0.47788548,7,0.801227597,0.000110663,17,3,True,+,1,0.056988561
ENSMUSG00000041134-P,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",0.765421169,0.044905288,7,0.5,0.666666667,3,0.846881215,0.016197127,7,0.909373606,4.25e-07,17,3,True,+,1,0.001831943
ENSMUSG00000099689-P,Butylated Hydroxytoluene,0.607142857,0.148231161,7,0.2,0.8,4,0.95499371,0.000805535,7,0.745482805,0.000383752,18,3,True,+,1,0.074243221
ENSMUSG00000047141-P,Butylated Hydroxytoluene,0.785714286,0.036238463,7,0.4,0.6,4,0.432449982,0.332526778,7,0.720702213,0.000740155,18,3,True,+,1,0.095704141
ENSMUSG00000045930-P,Butylated Hydroxytoluene,0.607142857,0.148231161,7,1.0,0.0,4,0.126131245,0.787572159,7,0.785751266,0.000111116,18,3,True,+,1,0.056988561
ENSMUSG00000045284-P,Butylated Hydroxytoluene,0.535714286,0.215217456,7,0.8,0.2,4,0.25226249,0.585241091,7,0.758905625,0.000260596,18,3,True,+,1,0.067071685
ENSMUSG00000013858-P,Butylmethylamine,-0.5,0.666666667,3,-0.8,0.2,4,-1.0,0.0,3,-0.939393939,5.48e-05,10,3,True,-,-1,0.044356916
ENSMUSG00000026820-P,Butylmethylamine,-1.0,0.0,3,-0.8,0.2,4,-1.0,0.0,3,-0.890909091,0.000542144,10,3,True,-,-1,0.084297044
ENSMUSG00000062040-P,Butylmethylamine,0.5,0.666666667,3,0.8,0.2,4,0.5,0.666666667,3,0.939393939,5.48e-05,10,3,True,+,1,0.044356916
ENSMUSG00000030216-P,Cadaverine,1.0,0.0,3,,,1,0.8,0.2,4,0.928571429,0.000862968,8,2,True,+,1,0.09748109
ENSMUSG00000021243-P,Cadaverine,-1.0,0.0,3,,,1,-1.0,0.0,4,-0.952380952,0.0002604,8,2,True,-,-1,0.067071685
ENSMUSG00000031246-P,Cadaverine,0.5,0.666666667,3,,,1,1.0,0.0,4,0.928571429,0.000862968,8,2,True,+,1,0.09748109
ENSMUSG00000029198-P,Campesterol,0.774806218,0.040769463,7,0.8,0.2,4,0.785714286,0.036238463,7,0.755808051,0.000285549,18,3,True,+,1,0.068981698
ENSMUSG00000031079-P,Campesterol,-0.558581227,0.192452532,7,-0.4,0.6,4,-0.75,0.0521814,7,-0.743922262,0.000400808,18,3,True,-,-1,0.076013674
ENSMUSG00000035934-P,"Carbonic acid, eicosyl vinyl ester ",-0.630656224,0.128887696,7,,,2,-0.535714286,0.215217456,7,-0.772627141,0.000450582,16,2,True,-,-1,0.078582552
ENSMUSG00000036613-P,"Carbonic acid, eicosyl vinyl ester ",-0.396412484,0.37863471,7,,,2,-0.428571429,0.337368311,7,-0.788815519,0.000281484,16,2,True,-,-1,0.068741648
ENSMUSG00000020297-P,"Carbonic acid, eicosyl vinyl ester ",-0.090093746,0.84767208,7,,,2,-0.857142857,0.013697327,7,-0.760853775,0.000620092,16,2,True,-,-1,0.089010732
ENSMUSG00000066595-P,"Carbonic acid, eicosyl vinyl ester ",-0.900937463,0.005620587,7,,,2,-0.178571429,0.701657943,7,-0.746137067,0.000902426,16,2,True,-,-1,0.098452429
ENSMUSG00000039157-P,Carfentrazone-ethyl,0.5,0.666666667,3,,,1,0.8,0.2,4,0.952380952,0.0002604,8,2,True,+,1,0.067071685
ENSMUSG00000005580-P,"Cholest-7-en-3-ol, (3beta,5alpha)-",0.821428571,0.023448808,7,0.8,0.2,4,0.579771036,0.227783957,6,0.828939457,3.91e-05,17,3,True,+,1,0.037863298
ENSMUSG00000028051-P,"Cholesta-3,5-dien-7-one",-0.4,0.6,4,,,3,-0.894427191,0.040519326,5,-0.843506749,0.000564883,12,2,True,-,-1,0.08621001
ENSMUSG00000031079-P,"Cholesta-3,5-dien-7-one",0.4,0.6,4,0.5,0.666666667,3,0.7,0.188120404,5,0.832167832,0.000785442,12,3,True,+,1,0.09748109
ENSMUSG00000023046-P,"Cholesta-3,5-dien-7-one",-0.4,0.6,4,-0.5,0.666666667,3,-0.9,0.037386073,5,-0.86013986,0.000331668,12,3,True,-,-1,0.070704867
ENSMUSG00000087368-P,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,0.48650623,0.268248562,7,,,2,0.918956212,0.003436626,7,0.780560493,0.000359527,16,2,True,+,1,0.073291945
ENSMUSG00000031617-P,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,0.936974961,0.00185103,7,,,2,0.414431233,0.355268944,7,0.745214358,0.000923148,16,2,True,+,1,0.098452429
ENSMUSG00000022568-P,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-0.846881215,0.016197127,7,,,2,-0.684712472,0.089666453,7,-0.811488362,0.000135602,16,2,True,-,-1,0.059783548
ENSMUSG00000052751-P,"cis-4,5-Dihydroxy-o-dithiane, 2O-",-0.360374985,0.427148809,7,-1.0,0.0,4,-0.306318737,0.504027009,7,-0.710744181,0.000945891,18,3,True,-,-1,0.098452429
ENSMUSG00000021254-P,"cis-4,5-Dihydroxy-o-dithiane, 2O-",0.288299988,0.53065066,7,0.8,0.2,4,0.936974961,0.00185103,7,0.710744181,0.000945891,18,3,True,+,1,0.098452429
ENSMUSG00000021215-P,Cyclo-(l-leucyl-l-phenylalanyl) ,-1.0,0.0,3,,,1,-0.948683298,0.013846833,5,-0.932806046,0.000242368,9,2,True,-,-1,0.067071685
ENSMUSG00000033792-P,Cyclo-(l-leucyl-l-phenylalanyl) ,0.5,0.666666667,3,,,1,0.948683298,0.013846833,5,0.907595071,0.000720766,9,2,True,+,1,0.095082146
ENSMUSG00000017286-P,cyclobutanecarboxylic acid,0.3,0.623837665,5,0.8,0.2,4,0.714285714,0.110787172,6,0.778571429,0.00062735,15,3,True,+,1,0.089059848
ENSMUSG00000019173-P,Cyclobutanol,-0.8,0.104088039,5,-1.0,0.0,4,-0.5,0.666666667,3,-0.832167832,0.000785442,12,3,True,-,-1,0.09748109
ENSMUSG00000013858-P,Cyclohexanol,-0.392857143,0.38331687,7,-0.8,0.2,4,-0.642857143,0.119392373,7,-0.779153767,0.000138476,18,3,True,-,-1,0.059783548
ENSMUSG00000062040-P,Cyclohexanol,0.571428571,0.180201989,7,0.8,0.2,4,0.214285714,0.644511581,7,0.762641899,0.000232967,18,3,True,+,1,0.067071685
ENSMUSG00000041642-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-1.0,0.0,4,,,2,-0.6,0.208,6,-0.861647556,0.000315007,12,2,True,-,-1,0.070312975
ENSMUSG00000032172-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-0.8,0.2,4,,,2,-0.2,0.704,6,-0.888111888,0.000114134,12,2,True,-,-1,0.056988561
ENSMUSG00000098098-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",0.4,0.6,4,,,2,0.428571429,0.396501458,6,0.832167832,0.000785442,12,2,True,+,1,0.09748109
ENSMUSG00000039450-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",0.8,0.2,4,,,2,0.828571429,0.041562682,6,0.825174825,0.000951363,12,2,True,+,1,0.098668781
ENSMUSG00000045930-P,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",0.75,0.0521814,7,1.0,0.0,4,0.78194744,0.037769723,7,0.799587204,6.83e-05,18,3,True,+,1,0.048092647
ENSMUSG00000062044-P,"Cyclopentanone, 2,2,4-trimethyl-",-1.0,0.0,3,-1.0,0.0,3,-0.828571429,0.041562682,6,-0.86013986,0.000331668,12,3,True,-,-1,0.070704867
ENSMUSG00000041134-P,"Cyclopentanone, 2,2,4-trimethyl-",0.866025404,0.333333333,3,0.5,0.666666667,3,0.771428571,0.072396501,6,0.83804895,0.000664043,12,3,True,+,1,0.091475393
ENSMUSG00000091475-P,"Cyclopentanone, 2,2,4-trimethyl-",-0.5,0.666666667,3,-0.866025404,0.333333333,3,-0.771428571,0.072396501,6,-0.879160718,0.000165104,12,3,True,-,-1,0.06313846
ENSMUSG00000026096-P,"Cyclopentanone, 2,2,4-trimethyl-",1.0,0.0,3,1.0,0.0,3,0.714285714,0.110787172,6,0.874125874,0.000200713,12,3,True,+,1,0.067071685
ENSMUSG00000030216-P,D-(-)-Citramalic acid,0.942857143,0.004804665,6,,,1,1.0,0.0,3,0.927272727,0.000112035,10,2,True,+,1,0.056988561
ENSMUSG00000023967-P,D-(-)-Citramalic acid,-0.885714286,0.018845481,6,,,1,-0.5,0.666666667,3,-0.878787879,0.000813862,10,2,True,-,-1,0.09748109
ENSMUSG00000038064-P,D-(-)-Citramalic acid,-0.828571429,0.041562682,6,,,1,-0.5,0.666666667,3,-0.878787879,0.000813862,10,2,True,-,-1,0.09748109
ENSMUSG00000024947-P,D-(-)-Citramalic acid,-0.942857143,0.004804665,6,,,1,-1.0,0.0,3,-0.927272727,0.000112035,10,2,True,-,-1,0.056988561
ENSMUSG00000021676-P,"D-(-)-Fructofuranose, pentakis",-0.464285714,0.293934108,7,,,0,-0.792824967,0.033443544,7,-0.827283229,0.00026127,14,2,True,-,-1,0.067071685
ENSMUSG00000027860-P,"D-(-)-Fructofuranose, pentakis",-0.142857143,0.7599453,7,,,0,-0.756787469,0.048905099,7,-0.833883893,0.000209957,14,2,True,-,-1,0.067071685
ENSMUSG00000048330-P,"D-(-)-Fructofuranose, pentakis",-0.428571429,0.337368311,7,,,0,-0.738768719,0.057858497,7,-0.827283229,0.00026127,14,2,True,-,-1,0.067071685
ENSMUSG00000042659-P,"D-(-)-Fructofuranose, pentakis",-0.882918713,0.008450342,7,,,0,-0.576599976,0.175381825,7,-0.850220264,0.000117105,14,2,True,-,-1,0.056988561
ENSMUSG00000021000-P,"D-(-)-Fructofuranose, pentakis",-0.357142857,0.431611352,7,,,0,-0.936974961,0.00185103,7,-0.844885,0.000142726,14,2,True,-,-1,0.060080126
ENSMUSG00000024151-P,"D-(+)-Ribono-1,4-lactone (R,S,R)-",-0.942857143,0.004804665,6,,,2,-0.75,0.0521814,7,-0.775,0.000689645,15,2,True,-,-1,0.093141217
ENSMUSG00000039883-P,"D-(+)-Ribono-1,4-lactone (R,S,R)-",-0.771428571,0.072396501,6,,,2,-0.607142857,0.148231161,7,-0.810714286,0.000246008,15,2,True,-,-1,0.067071685
ENSMUSG00000064338-P,"D-(+)-Ribono-1,4-lactone (R,S,R)-",-0.6,0.208,6,,,2,-0.678571429,0.093750254,7,-0.767857143,0.00082933,15,2,True,-,-1,0.09748109
ENSMUSG00000040661-P,"D-(+)-Ribono-1,4-lactone (R,S,R)-",0.885714286,0.018845481,6,,,2,0.607142857,0.148231161,7,0.767857143,0.00082933,15,2,True,+,1,0.09748109
ENSMUSG00000066113-P,"D-(+)-Talofuranose, pentakis",0.535714286,0.215217456,7,,,1,0.481812056,0.273586841,7,0.799288288,0.00034962,15,2,True,+,1,0.072444542
ENSMUSG00000015970-P,"D-(+)-Talofuranose, pentakis",0.142857143,0.7599453,7,,,1,0.926561646,0.002697476,7,0.813625298,0.000224105,15,2,True,+,1,0.067071685
ENSMUSG00000064338-P,D-Arabinose,-0.684712472,0.089666453,7,,,1,-0.558581227,0.192452532,7,-0.797854586,0.000364819,15,2,True,-,-1,0.073673108
ENSMUSG00000043411-P,D-Arabinose,0.684712472,0.089666453,7,,,1,0.504524979,0.248203114,7,0.853310847,5.23e-05,15,2,True,+,1,0.044356916
ENSMUSG00000068762-P,D-Fructose,-0.485714286,0.328723032,6,-1.0,0.0,4,-0.778311782,0.039281056,7,-0.732638,0.000822885,17,3,True,-,-1,0.09748109
ENSMUSG00000105607-P,D-Fructose,0.758970926,0.080141228,6,0.8,0.2,4,0.878850171,0.009182819,7,0.7637194,0.00035963,17,3,True,+,1,0.073291945
ENSMUSG00000040661-P,D-Fructose,0.657142857,0.156174927,6,0.8,0.2,4,0.555936987,0.195022425,7,0.76904409,0.000308269,17,3,True,+,1,0.070192523
ENSMUSG00000020546-P,D-Fructose,0.657142857,0.156174927,6,1.0,0.0,4,0.259437261,0.574237066,7,0.739559972,0.000691096,17,3,True,+,1,0.093141217
ENSMUSG00000012422-P,"D-Isoleucine, N-acetyl-",0.678571429,0.093750254,7,0.6,0.4,4,0.428571429,0.337368311,7,0.748194014,0.000355568,18,3,True,+,1,0.073065595
ENSMUSG00000020308-P,D-Mannose,0.885714286,0.018845481,6,,,2,0.648674973,0.114995981,7,0.891868095,7.94e-06,15,2,True,+,1,0.016724967
ENSMUSG00000030663-P,D-Mannose,0.885714286,0.018845481,6,,,2,0.270281239,0.557730749,7,0.763181717,0.000932582,15,2,True,+,1,0.098452429
ENSMUSG00000015839-P,D-Mannose,0.771428571,0.072396501,6,,,2,0.648674973,0.114995981,7,0.807864487,0.000269119,15,2,True,+,1,0.067824761
ENSMUSG00000072662-P,D-Mannose,0.771428571,0.072396501,6,,,2,0.684712472,0.089666453,7,0.81501373,0.000214237,15,2,True,+,1,0.067071685
ENSMUSG00000024976-P,D-Mannose,0.885714286,0.018845481,6,,,2,0.792824967,0.033443544,7,0.781054825,0.000586793,15,2,True,+,1,0.087926631
ENSMUSG00000020135-P,Decanoic acid,0.852436714,0.014814085,7,1.0,0.0,3,0.535714286,0.215217456,7,0.791157179,0.000155352,17,3,True,+,1,0.061889587
ENSMUSG00000037716-P,Decanoic acid,0.88949918,0.007339426,7,1.0,0.0,3,0.846881215,0.016197127,7,0.832512315,3.37e-05,17,3,True,+,1,0.035186847
ENSMUSG00000036613-P,Dehydronorketamine,-0.785714286,0.036238463,7,,,1,-0.485714286,0.328723032,6,-0.863736264,6.85e-05,14,2,True,-,-1,0.048092647
ENSMUSG00000001964-P,Deoxycholic Acid,-0.2,0.747060078,5,-1.0,0.0,3,-0.5,0.666666667,3,-0.863636364,0.000611694,11,3,True,-,-1,0.088618622
ENSMUSG00000057738-P,Deoxycholic Acid,-0.7,0.188120404,5,-1.0,0.0,3,-0.5,0.666666667,3,-0.863636364,0.000611694,11,3,True,-,-1,0.088618622
ENSMUSG00000030697-P,Desmosterol,-0.714285714,0.071343561,7,-0.4,0.6,4,-0.648674973,0.114995981,7,-0.724832311,0.00066657,18,3,True,-,-1,0.09166812
ENSMUSG00000025474-P,Dihydrouracil,0.828571429,0.041562682,6,0.4,0.6,4,0.714285714,0.071343561,7,0.730392157,0.000869865,17,3,True,+,1,0.09748109
ENSMUSG00000020135-P,Dihydrouracil,-0.428571429,0.396501458,6,-0.8,0.2,4,-0.285714286,0.534509229,7,-0.774509804,0.000262068,17,3,True,-,-1,0.067071685
ENSMUSG00000038545-P,Dihydrouracil,0.771428571,0.072396501,6,0.4,0.6,4,0.214285714,0.644511581,7,0.81372549,7.07e-05,17,3,True,+,1,0.048329771
ENSMUSG00000029438-P,Dihydrouracil,0.6,0.208,6,0.4,0.6,4,0.428571429,0.337368311,7,0.727941176,0.000923647,17,3,True,+,1,0.098452429
ENSMUSG00000041491-P,Dihydrouracil,0.714285714,0.110787172,6,0.8,0.2,4,0.5,0.253169995,7,0.845588235,1.91e-05,17,3,True,+,1,0.027626677
ENSMUSG00000026096-P,Dihydrouracil,0.485714286,0.328723032,6,0.2,0.8,4,0.535714286,0.215217456,7,0.730392157,0.000869865,17,3,True,+,1,0.09748109
ENSMUSG00000030216-P,Dinoseb ,0.678571429,0.093750254,7,,,1,0.522543728,0.228877878,7,0.818588352,0.000190458,15,2,True,+,1,0.066893867
ENSMUSG00000022781-P,Dinoseb ,0.285714286,0.534509229,7,,,1,0.756787469,0.048905099,7,0.763181717,0.000932582,15,2,True,+,1,0.098452429
ENSMUSG00000028273-P,Dinoseb ,0.392857143,0.38331687,7,,,1,0.756787469,0.048905099,7,0.825737595,0.000149368,15,2,True,+,1,0.061889587
ENSMUSG00000001687-P,Dinoseb ,0.607142857,0.148231161,7,,,1,0.504524979,0.248203114,7,0.784629446,0.000532183,15,2,True,+,1,0.083812626
ENSMUSG00000041408-P,Dinoseb ,0.321428571,0.482072038,7,,,1,0.810843716,0.026916329,7,0.847185325,6.72e-05,15,2,True,+,1,0.048092647
ENSMUSG00000021686-P,Dinoseb ,0.357142857,0.431611352,7,,,1,0.792824967,0.033443544,7,0.764969028,0.000891948,15,2,True,+,1,0.097974425
ENSMUSG00000051510-P,Dinoseb ,0.964285714,0.000454149,7,,,1,0.738768719,0.057858497,7,0.81501373,0.000214237,15,2,True,+,1,0.067071685
ENSMUSG00000040661-P,Dinoseb ,0.678571429,0.093750254,7,,,1,0.342356236,0.452251222,7,0.818588352,0.000190458,15,2,True,+,1,0.066893867
