Metabolite 1,Metabolite 2,VECPAC r,VECPAC p-values,VECPAC_n,DSS r,DSS p-values,DSS_n,LPS r,LPS p-values,LPS_n,Consistent?,Meta-analysis_validity,Meta-Analysis p-value,meta_r,edge_dir,FDR
Carfentrazone-ethyl,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,0.763157895,0.13333912,5,1.0,0.0,3,0.948683298,0.051316702,4,True,True,0.0,0.903947064,1,0.0
Carfentrazone-ethyl,Cyclobutanol,0.605063381,0.084282832,9,1.0,0.0,3,,,0,False,True,0.0,0.80253169,1,0.0
Carfentrazone-ethyl,Deoxycholic Acid,0.506369684,0.164216542,9,1.0,1.3999999999999999e-24,5,,,0,False,True,0.0,0.753184842,1,0.0
Carfentrazone-ethyl,Glyceric acid,0.594942005,0.091039367,9,,,0,1.0,0.0,4,False,True,0.0,0.797471002,1,0.0
Carfentrazone-ethyl,Methyl-3-methoxy-5-methyl benzoate,0.812311538,0.004299391,10,,,0,1.0,0.0,4,False,True,0.0,0.906155769,1,0.0
Carfentrazone-ethyl,Propylamine,0.947870599,3.03e-05,10,0.8,0.2,4,1.0,0.0,4,True,True,0.0,0.915956866,1,0.0
Carfentrazone-ethyl,Tartronic acid,0.948683298,0.051316702,4,0.9,0.037386073,5,1.0,0.0,4,True,True,0.0,0.949561099,1,0.0
Carfentrazone-ethyl,Triethanolamine,0.773020683,0.008738928,10,0.9,0.037386073,5,0.8,0.2,4,True,True,0.006118538,0.824340228,1,0.033131965
"Cetaben, N,O-bis(trimethylsilyl)-",n-Pentadecanol,-0.9,0.037386073,5,-1.0,0.0,3,,,0,False,True,0.0,-0.95,-1,0.0
"Cetaben, N,O-bis(trimethylsilyl)-",p-Hydroxydiisopropylbenzene,0.8,0.104088039,5,0.945614972,0.000117091,9,,,0,False,True,0.003544097,0.872807486,1,0.02125031
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",n-Pentadecanol,-0.771428571,0.072396501,6,-1.0,0.0,3,,,0,False,True,0.0,-0.885714286,-1,0.0
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",Sertraline carbamoyl glucuronide,1.0,0.0,3,0.900937463,0.005620587,7,,,0,False,True,0.0,0.950468731,1,0.0
"Cholest-7-en-3-ol, (3beta,5alpha)-",Diphenyl ether,0.37977834,0.132685362,17,0.86105007,0.000663068,11,0.637748139,0.17307111,6,True,True,0.004531969,0.626192183,1,0.025981211
"Cholest-7-en-3-ol, (3beta,5alpha)-",DL-Glyceraldehyde,0.472035222,0.055734903,17,0.892857143,0.006807187,7,0.753702346,0.083523281,6,True,True,0.005811176,0.706198237,1,0.031744026
"Cholest-7-en-3-ol, (3beta,5alpha)-",Nonadecanoic acid,0.574257658,0.025167369,15,0.583589322,0.076537717,10,0.8,0.2,4,True,True,0.006464826,0.65261566,1,0.03459047
"Cholest-7-en-3-ol, (3beta,5alpha)-","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.547472673,0.022921461,17,0.833333333,0.005265691,9,0.75,0.0859375,6,True,True,0.001269524,0.710268669,1,0.008759181
"Cholest-7-en-3-ol, (3beta,5alpha)-","Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",-0.650268336,0.008674681,15,-0.714285714,0.071343561,7,-0.897058824,0.015349901,6,True,True,0.001297102,-0.753870958,-1,0.008928141
"Cholest-7-en-3-ol, (3beta,5alpha)-","Stigmast-5-ene, 3beta-",0.467405028,0.058518936,17,0.69301232,0.026292878,10,0.753702346,0.083523281,6,True,True,0.004221763,0.638039898,1,0.024524222
"Cholest-7-en-3-ol, (3beta,5alpha)-","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",0.72074997,0.067634995,7,1.0,0.0,4,,,0,False,True,0.0,0.860374985,1,0.0
"Cholesta-3,5-dien-7-one","Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-1.0,0.0,3,-0.583333333,0.099185816,9,,,0,False,True,0.0,-0.791666667,-1,0.0
"Cholesta-3,5-dien-7-one",Triethanolamine,0.711776143,0.009420134,12,0.493155826,0.123221857,11,0.7,0.188120404,5,True,True,0.005228517,0.634977323,1,0.029104247
"Cholesta-3,5-diene ","Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-1.0,0.0,3,-0.566666667,0.111632988,9,,,0,False,True,0.0,-0.783333333,-1,0.0
"Cholesta-3,5-diene ",Nonadecanoic acid,0.705840612,0.002247854,16,0.420315881,0.17368606,12,0.8,0.104088039,5,True,True,0.002200302,0.642052164,1,0.014147885
Cholesterol,"Inosose-2, 1,3,4,5,6-pentakis-",0.443693064,0.07442052,17,0.807752459,0.000837821,13,0.642857143,0.119392373,7,True,True,0.001100446,0.631434222,1,0.007712858
Cholesterol,L-Glutamic acid,0.639965037,0.003166444,19,0.503439266,0.07945138,13,0.810843716,0.026916329,7,True,True,0.000464754,0.651416006,1,0.003527662
Cholesterol,Petroselinic acid,1.0,0.0,4,0.857142857,0.013697327,7,,,0,False,True,0.0,0.928571429,1,0.0
Cinnamic acid,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",0.636363636,0.047911726,10,0.714285714,0.046528232,8,0.8,0.2,4,True,True,0.010145918,0.716883117,1,0.049460975
Cinnamic acid,Desmosterol,0.820672484,0.003621706,10,0.711303297,0.031656557,9,0.8,0.2,4,True,True,0.001921168,0.77732526,1,0.012566893
Cinnamic acid,Octopamine,,,0,-0.558581227,0.192452532,7,-1.0,0.0,3,False,True,0.0,-0.779290613,-1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Cyclo(L-prolyl-L-valine) ,0.8,0.2,4,1.0,0.0,3,,,0,False,True,0.0,0.9,1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-1.0,0.0,3,-0.8,0.2,4,,,0,False,True,0.0,-0.9,-1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,D-Fructose,0.728658537,0.016833105,10,0.7,0.188120404,5,0.747957592,0.053190035,7,True,True,0.005118417,0.72553871,1,0.028611995
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Deoxycholic Acid,0.512605042,0.158224278,9,0.8,0.104088039,5,1.0,0.0,3,True,True,0.0,0.770868347,1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Methylmalonic monoamide,0.68378566,0.042251382,9,0.974679434,0.00481823,5,0.735294118,0.095829941,6,True,True,0.009041349,0.797919737,1,0.045289279
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",0.675844139,0.03193544,10,,,0,1.0,0.0,4,False,True,0.0,0.837922069,1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,"Propanetriol, 2-methyl-",0.723114021,0.011915409,11,1.0,1.3999999999999999e-24,5,0.612637475,0.143588575,7,True,True,0.0,0.778583832,1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Propylamine,0.929667956,9.83e-05,10,1.0,0.0,4,0.709090909,0.074400936,7,True,True,0.0,0.879586288,1,0.0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,Tartronic acid,0.857142857,0.013697327,7,0.7,0.188120404,5,0.702731221,0.078237454,7,True,True,0.009847017,0.753291359,1,0.048322797
"cis-4,5-Dihydroxy-o-dithiane, 2O-",Hexanedioic acid,0.369210734,0.119790433,19,0.68880261,0.009221514,13,0.705882353,0.117036434,6,True,True,0.004909175,0.587965232,1,0.027697628
"cis-4,5-Dihydroxy-o-dithiane, 2O-","Inosose-2, 1,3,4,5,6-pentakis-",0.710234279,0.001399733,17,0.561111111,0.046028233,13,0.900937463,0.005620587,7,True,True,0.000156919,0.724094284,1,0.001270588
"cis-4,5-Dihydroxy-o-dithiane, 2O-",L-Leucine,-0.565653566,0.011595828,19,-0.664541397,0.01840345,12,,,7,False,True,0.001831343,-0.615097482,-1,0.012051536
"cis-4,5-Dihydroxy-o-dithiane, 2O-",Stearic acid,0.33670411,0.158664404,19,1.0,0.0,4,0.637748139,0.17307111,6,True,True,0.0,0.65815075,1,0.0
"cis-4,5-Dihydroxy-o-dithiane, 2O-",Trisaminol,0.541777443,0.016575241,19,0.45775783,0.134548595,12,0.558581227,0.192452532,7,True,True,0.00422191,0.519372167,1,0.024524222
Cyclo-(l-leucyl-l-phenylalanyl) ,DL-Glyceraldehyde,0.609756098,0.061245918,10,1.0,0.0,3,0.729996395,0.161423148,5,True,True,0.0,0.779917498,1,0.0
Cyclo-(l-leucyl-l-phenylalanyl) ,"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",0.8,0.2,4,1.0,0.0,3,,,0,False,True,0.0,0.9,1,0.0
Cyclo-(l-leucyl-l-phenylalanyl) ,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.629972365,0.050918093,10,1.0,1.3999999999999999e-24,5,0.790569415,0.111367155,5,True,True,0.0,0.80684726,1,0.0
Cyclo-(l-leucyl-l-phenylalanyl) ,Ribitol,0.657142857,0.156174927,6,1.0,0.0,4,1.0,0.0,3,True,True,0.0,0.885714286,1,0.0
Cyclo-(l-leucyl-l-phenylalanyl) ,"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0,0.0,3,1.0,0.0,4,,,0,False,True,0.0,1.0,1,0.0
Cyclo(L-prolyl-L-valine) ,Ecgonine,1.0,0.0,3,0.8,0.2,4,,,0,False,True,0.0,0.9,1,0.0
Cyclo(L-prolyl-L-valine) ,Fenitrothion,-0.754504545,0.030512759,8,-0.789943858,0.011311537,9,,,0,False,True,0.005770954,-0.772224202,-1,0.031549027
Cyclo(L-prolyl-L-valine) ,p-Toluic acid,1.0,0.0,3,0.627620557,0.070365023,9,,,0,False,True,0.0,0.813810278,1,0.0
cyclobutanecarboxylic acid,L-Ornithine,0.678571429,0.093750254,7,0.595447498,0.041074783,12,0.753702346,0.083523281,6,True,True,0.007031806,0.675907091,1,0.036992661
Cyclobutanol,"Ethanol, 2-(9-octadecenyloxy)-",0.479648255,0.082635423,14,0.853563957,0.003418215,9,,,0,False,True,0.010102776,0.666606106,1,0.049312544
Cyclobutanol,"Ethanone, 1-(2,5-dimethoxyphenyl)-",1.0,0.0,3,0.762015725,0.006411372,11,,,0,False,True,0.0,0.881007863,1,0.0
Cyclobutanol,Glyoxime,0.556475941,0.048253045,13,0.687214612,0.01946807,11,,,0,False,True,0.00680355,0.621845276,1,0.036007801
Cyclobutanol,Nonadecanoic acid,0.497937219,0.083335502,13,0.826219512,0.00321676,10,,,0,False,True,0.007243736,0.662078365,1,0.037880406
Cyclobutanol,"Octane, 1-propoxy-",0.573321769,0.032083082,14,0.607142857,0.148231161,7,1.0,0.0,3,True,True,0.0,0.726821542,1,0.0
Cyclohexanol,Dinoseb ,0.711082894,0.000642058,19,0.974679434,0.00481823,5,0.630656224,0.128887696,7,True,True,0.000393067,0.772139518,1,0.003017568
Cyclohexanol,Diphenyl ether,0.780468232,8.06e-05,19,0.872077854,0.000101575,13,0.928571429,0.002519472,7,True,True,6.64e-07,0.860372505,1,6.06e-06
Cyclohexanol,"Dodecanoic acid, 1-methylethyl ester",0.633259046,0.036475424,11,0.880952381,0.00385032,8,0.8,0.2,4,True,True,0.003805276,0.771403809,1,0.022514186
Cyclohexanol,Dodecanoic acid,0.75000029,0.000217369,19,0.482517483,0.112109291,12,0.684712472,0.089666453,7,True,True,0.000222791,0.639076748,1,0.001773267
Cyclohexanol,Dodecylcyclohexane,0.500226445,0.029173272,19,0.8,0.2,4,0.715867521,0.070426244,7,True,True,0.009006368,0.672031322,1,0.04515593
Cyclohexanol,"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",0.789473684,0.112222478,5,1.0,0.0,3,,,0,False,True,0.0,0.894736842,1,0.0
Cyclohexanol,Heptadecanoic acid,0.335404446,0.173625346,18,0.741049644,0.003751899,13,0.748481189,0.052930454,7,True,True,0.003742941,0.608311759,1,0.022211665
Cyclohexanol,Isofucosterol,0.718118965,0.000534764,19,0.883333333,0.0015905,9,0.666693722,0.10192046,7,True,True,4.96e-05,0.756048674,1,0.000421458
Cyclohexanol,Isopropyl palmitate,0.643800468,0.002934755,19,0.904761905,0.002008276,8,0.654653671,0.110566691,7,True,True,0.000263265,0.734405348,1,0.002073576
Cyclohexanol,Itaconic acid,0.387895828,0.190311338,13,0.872727273,0.000454615,11,0.576599976,0.175381825,7,True,True,0.004593796,0.612407692,1,0.026255987
Cyclohexanol,Levulinic acid,0.78822526,6.11e-05,19,0.650140208,0.01614262,13,0.846881215,0.016197127,7,True,True,1.2e-05,0.761748894,1,0.000105661
Cyclohexanol,Metanephrine,0.68287668,0.007111417,14,0.666666667,0.070987654,8,,,0,False,True,0.004365044,0.674771673,1,0.025185903
Cyclohexanol,Methyl aminoacetate,0.749560922,0.000220275,19,0.769230769,0.00344645,12,0.558581227,0.192452532,7,True,True,3.07e-05,0.692457639,1,0.000264363
Cyclohexanol,Neostigmine ,0.640856154,0.00747368,16,0.610884008,0.080541821,9,0.964285714,0.000454149,7,True,True,0.000647888,0.738675292,1,0.004788967
Cyclohexanol,Niclosamide,0.622036874,0.004459191,19,0.741758242,0.003701314,13,0.828862466,0.021173516,7,True,True,7.27e-05,0.730885861,1,0.000608629
Cyclohexanol,Nonadecanoic acid,0.680948319,0.003684945,16,0.966726526,3.04e-07,12,0.8,0.104088039,5,True,True,3.63e-05,0.815891615,1,0.000311575
Cyclohexanol,Nonanal,0.745606615,0.000247955,19,0.844567511,0.00028055,13,0.95499371,0.000805535,7,True,True,1.86e-06,0.848389279,1,1.68e-05
Cyclohexanol,Pentadecanoic acid,0.33831296,0.156558813,19,0.63901943,0.018710876,13,0.9,0.037386073,5,True,True,0.009796956,0.625777464,1,0.048141991
Cyclohexanol,Phenoxyacetic acid,0.881371166,6.2e-07,19,0.9,0.037386073,5,0.936974961,0.00185103,7,True,True,2.31e-06,0.906115376,1,2.09e-05
Cyclohexanol,Phlorizin,0.759179103,0.001029032,15,1.0,0.0,3,1.0,0.0,3,True,True,0.0,0.919726368,1,0.0
Cyclohexanol,Phloroglucinol,0.931266274,2.02e-08,18,0.812610703,0.001316101,12,0.900937463,0.005620587,7,True,True,1.32e-07,0.881604813,1,1.21e-06
Cyclohexanol,Picolinic acid,0.339059295,0.155588609,19,0.685007526,0.009776746,13,0.821428571,0.023448808,7,True,True,0.004134309,0.615165131,1,0.024097999
Cyclohexanol,Pimelic acid,0.724189578,0.001511954,16,0.814306135,0.000701689,13,0.8,0.104088039,5,True,True,3.99e-05,0.779498571,1,0.000341391
Cyclohexanol,"Propanetriol, 2-methyl-",0.625659293,0.004168028,19,0.884615385,5.91e-05,13,0.642857143,0.119392373,7,True,True,4.11e-05,0.717710607,1,0.000351293
Cyclohexanol,Salsoline,0.77145853,0.000177393,18,0.611878525,0.045426767,11,0.964285714,0.000454149,7,True,True,3.7e-05,0.782540923,1,0.0003169
Cyclohexanol,Suberic acid,0.513830007,0.034869186,17,0.536363636,0.088953418,11,0.785714286,0.036238463,7,True,True,0.003226434,0.61196931,1,0.019630736
Cyclohexanol,Supraene,0.594008264,0.009340686,18,1.0,0.0,3,0.885714286,0.018845481,6,True,True,0.0,0.826574183,1,0.0
Cyclohexanol,L-Tyrosine,0.386786543,0.101859128,19,1.0,0.0,4,0.95499371,0.000805535,7,True,True,0.0,0.780593418,1,0.0
"Cyclohexanone, 3,3,5-trimethyl-",Decanoic acid,0.35585171,0.134844385,19,0.743916269,0.013627562,10,0.800132264,0.030700962,7,True,True,0.006212174,0.633300081,1,0.03352174
"Cyclohexanone, 3,3,5-trimethyl-",Dodecanoic acid,0.759515551,0.000161942,19,0.472855366,0.120547316,12,0.834897522,0.019422408,7,True,True,0.000129685,0.68908948,1,0.001059503
"Cyclohexanone, 3,3,5-trimethyl-","Guanidine, N,N-dimethyl-",0.740394997,0.000288902,19,0.758621411,0.002645238,13,0.65423418,0.110874532,7,True,True,1.83e-05,0.717750196,1,0.000160113
"Cyclohexanone, 3,3,5-trimethyl-",Heptadecanoic acid,0.496357111,0.036153735,18,0.451657459,0.121302278,13,0.714577438,0.071173907,7,True,True,0.004914591,0.554197336,1,0.02771548
"Cyclohexanone, 3,3,5-trimethyl-",Heptanoic acid,0.511483369,0.030035533,18,0.628101557,0.021517319,13,0.676763369,0.139836687,6,True,True,0.00183767,0.605449432,1,0.012089932
"Cyclohexanone, 3,3,5-trimethyl-",Levulinic acid,0.699833013,0.000851061,19,0.592541436,0.032842943,13,0.9358192,0.001935836,7,True,True,6.94e-05,0.742731217,1,0.000582192
"Cyclohexanone, 3,3,5-trimethyl-",Myristic acid,0.829077757,2.11e-05,18,0.814917127,0.000689948,13,0.787037037,0.035709089,7,True,True,1.52e-06,0.810343974,1,1.37e-05
"Cyclohexanone, 3,3,5-trimethyl-",Octanoic acid,0.388499378,0.100221871,19,0.827348066,0.000482814,13,0.578005977,0.174082401,7,True,True,0.001926581,0.59795114,1,0.012593919
"Cyclohexanone, 3,3,5-trimethyl-",Pentadecanoic acid,0.541121673,0.016732787,19,0.48682807,0.091574381,13,0.872081599,0.053854218,5,True,True,0.003152897,0.633343781,1,0.019254856
"Cyclohexanone, 3,3,5-trimethyl-",Phenol,0.820362013,1.7e-05,19,0.839119608,0.000335353,13,0.633054165,0.126992135,7,True,True,1.99e-06,0.764178595,1,1.8e-05
"Cyclohexanone, 3,3,5-trimethyl-",Phlorizin,0.569373066,0.026729076,15,1.0,0.0,3,1.0,0.0,3,True,True,0.0,0.856457689,1,0.0
"Cyclohexanone, 3,3,5-trimethyl-",Supraene,0.549154514,0.01825498,18,1.0,0.0,3,0.765036852,0.076325636,6,True,True,0.0,0.771397122,1,0.0
"Cyclohexanone, 3,3,5-trimethyl-",Tris(trimethylsilyl)carbamate,0.810498541,2.58e-05,19,0.73261611,0.004395962,13,0.77372264,0.041235732,7,True,True,4.26e-06,0.772279097,1,3.82e-05
"Cyclohexanone, 3,3,5-trimethyl-",Valylglycine,0.677306413,0.003946235,16,0.571431211,0.084411861,10,0.735980072,0.059317608,7,True,True,0.000775413,0.661572565,1,0.005634103
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",Hydantoic acid,0.576160344,0.031048147,14,,,0,1.0,1.3999999999999999e-24,5,False,True,0.0,0.788080172,1,0.0
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",L-Asparagine,0.752475703,0.00190103,14,,,0,0.7,0.188120404,5,False,True,0.004184626,0.726237851,1,0.02434795
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",L-Threitol,0.452039966,0.104640662,14,1.0,0.0,4,0.828571429,0.041562682,6,True,True,0.0,0.760203798,1,0.0
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",Metanephrine,0.571929825,0.052016919,12,1.0,0.0,4,,,0,False,True,0.0,0.785964912,1,0.0
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",Sertraline carbamoyl glucuronide,0.702731221,0.078237454,7,,,0,1.0,0.0,3,False,True,0.0,0.85136561,1,0.0
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",L-Lysine,1.0,0.0,3,0.546237774,0.128114017,9,,,0,False,True,0.0,0.773118887,1,0.0
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",Nitrosothymol,-1.0,0.0,3,-0.7,0.188120404,5,,,0,False,True,0.0,-0.85,-1,0.0
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",Salsoline,-1.0,0.0,4,-0.630656224,0.128887696,7,,,0,False,True,0.0,-0.815328112,-1,0.0
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",Sertraline carbamoyl glucuronide,0.790277207,0.006514224,10,0.785714286,0.036238463,7,0.948683298,0.051316702,4,True,True,0.00265226,0.841558264,1,0.016608322
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",Tartronic acid,0.57043668,0.052774096,12,0.678817251,0.021636578,11,0.763762616,0.045659124,7,True,True,0.00193531,0.671005516,1,0.01264425
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",Triethanolamine,0.589631159,0.00788439,19,0.840191408,0.001205491,11,0.672838495,0.097649064,7,True,True,0.000203514,0.700887021,1,0.001629335
"Cyclopentanone, 2,2,4-trimethyl-",D-Fructose,0.785714286,0.036238463,7,0.753144668,0.019141959,9,0.758970926,0.080141228,6,True,True,0.003104457,0.765943293,1,0.019015768
"Cyclopentanone, 2,2,4-trimethyl-",Itaconic acid,0.8,0.2,4,0.853563957,0.003418215,9,0.81167945,0.049857585,6,True,True,0.003714758,0.821747802,1,0.022084894
"Cyclopentanone, 2,2,4-trimethyl-","N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",0.734993106,0.03777021,8,,,0,1.0,0.0,3,False,True,0.0,0.867496553,1,0.0
"Cyclopentanone, 2,2,4-trimethyl-",Nonadecanoic acid,0.991031209,1.46e-05,7,0.831325301,0.010530923,8,0.8,0.2,4,True,True,0.00197655,0.874118837,1,0.012874309
"Cyclopentanone, 2,2,4-trimethyl-","Propanetriol, 2-methyl-",0.595238095,0.119529806,8,0.828459135,0.005795373,9,0.942857143,0.004804665,6,True,True,0.002289143,0.788851458,1,0.01464247
D-(-)-Citramalic acid,Galactopyranose,-0.679510674,0.015070229,12,,,0,-1.0,0.0,3,False,True,0.0,-0.839755337,-1,0.0
D-(-)-Citramalic acid,"Glycine, N-(N-DL-leucylglycyl)-",0.394618993,0.145498019,15,,,0,1.0,0.0,3,False,True,0.0,0.697309496,1,0.0
D-(-)-Citramalic acid,Hexanoylglycine,0.766666667,0.015944017,9,,,0,1.0,0.0,3,False,True,0.0,0.883333333,1,0.0
D-(-)-Citramalic acid,Isofucosterol,0.965951372,5.21e-09,15,,,0,1.0,0.0,3,False,True,0.0,0.982975686,1,0.0
D-(-)-Citramalic acid,"Stigmast-5-ene, 3beta-",0.915695436,1.67e-06,15,,,0,1.0,0.0,3,False,True,0.0,0.957847718,1,0.0
D-(-)-Citramalic acid,Succinic anhydride,0.381166073,0.160983303,15,,,0,1.0,0.0,3,False,True,0.0,0.690583036,1,0.0
"D-(-)-Lyxose, tetrakis",Methyl alpha-Lyxofuranoside,0.425939688,0.099966739,16,1.0,0.0,3,,,0,False,True,0.0,0.712969844,1,0.0
"D-(-)-Lyxose, tetrakis",Trimethylsilyl oct-2-enoate ,0.381773689,0.130494657,17,1.0,1.3999999999999999e-24,5,,,0,False,True,0.0,0.690886844,1,0.0
"D-(-)-Ribofuranose, tetrakis",Methyl alpha-Lyxofuranoside,0.64987715,0.004744473,17,,,0,0.657142857,0.156174927,6,False,True,0.004975358,0.653510004,1,0.027988223
"D-(-)-Ribofuranose, tetrakis","Propanoic acid, 2-methyl-",0.474120337,0.04683313,18,0.683333333,0.042442272,9,0.714285714,0.071343561,7,True,True,0.003857425,0.623913128,1,0.0227787
"D-(+)-Ribono-1,4-lactone (R,S,R)-",D-Fructose,0.599115048,0.014186355,16,0.7,0.188120404,5,0.704186851,0.077350248,7,True,True,0.00412234,0.6677673,1,0.024045351
"D-(+)-Ribono-1,4-lactone (R,S,R)-",DL-Glyceraldehyde,0.605926591,0.012851962,16,1.0,0.0,3,0.72074997,0.067634995,7,True,True,0.0,0.775558854,1,0.0
"D-(+)-Ribono-1,4-lactone (R,S,R)-","Dodecane, 4,6-dimethyl-",0.613455778,0.011493632,16,,,0,0.714285714,0.071343561,7,False,True,0.006157007,0.663870746,1,0.033303562
"D-(+)-Ribono-1,4-lactone (R,S,R)-",Ethyl alpha-D-glucopyranoside,0.653849015,0.006007742,16,,,0,0.857142857,0.013697327,7,False,True,0.00235778,0.755495936,1,0.015003363
"D-(+)-Ribono-1,4-lactone (R,S,R)-",Methyl aminoacetate,0.356773641,0.174946429,16,1.0,0.0,4,0.648674973,0.114995981,7,True,True,0.0,0.668482871,1,0.0
"D-(+)-Ribono-1,4-lactone (R,S,R)-",Methyl-3-methoxy-5-methyl benzoate,0.69629706,0.002732094,16,0.8,0.2,4,0.695725243,0.124789337,6,True,True,0.002222618,0.730674101,1,0.014268965
"D-(+)-Ribono-1,4-lactone (R,S,R)-","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.5985145,0.014309003,16,1.0,0.0,3,0.684712472,0.089666453,7,True,True,0.0,0.761075657,1,0.0
"D-(+)-Ribono-1,4-lactone (R,S,R)-",Thymidine,0.8,0.2,4,1.0,0.0,4,,,0,False,True,0.0,0.9,1,0.0
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",Eicosapentaenoic acid,0.8,0.2,4,1.0,0.0,3,,,0,False,True,0.0,0.9,1,0.0
D-Fructose,Deoxycholic Acid,0.524686952,0.03691841,16,0.878787879,0.000813862,10,1.0,0.0,3,True,True,0.0,0.801158277,1,0.0
D-Fructose,Methylmalonic monoamide,0.788030288,0.002331821,12,0.84407222,0.001085632,11,0.77005138,0.073235128,6,True,True,8.68e-05,0.800717963,1,0.000721133
D-Fructose,"Propanetriol, 2-methyl-",0.799793175,6.78e-05,18,0.846153846,0.000266012,13,0.592999453,0.160521912,7,True,True,4.98e-06,0.746315491,1,4.46e-05
D-Fructose,Propylamine,0.807857734,8.76e-05,17,0.509090909,0.109737232,11,0.822753351,0.023033716,7,True,True,0.000117058,0.713233998,1,0.0009613
D-Fructose,Sinomenin,0.81167945,0.049857585,6,1.0,0.0,3,,,0,False,True,0.0,0.905839725,1,0.0
D-Fructose,Tartronic acid,0.807771448,0.001482116,12,0.964190986,1.11e-07,13,0.630061919,0.129359708,7,True,True,1.16e-05,0.800674784,1,0.000102442
D-Fructose,Thymidine,0.8,0.2,4,0.753065953,0.004693893,12,,,0,False,True,0.010288595,0.776532977,1,0.049982912
D-Fructose,Triethanolamine,0.696844377,0.001310935,18,0.936642673,2.42e-06,13,0.592999453,0.160521912,7,True,True,1.36e-05,0.742162168,1,0.000119617
D-Fructose,Xylose,,,0,1.0,0.0,3,0.948683298,0.051316702,4,False,True,0.0,0.974341649,1,0.0
D-Fucitol,Deoxycholic Acid,1.0,0.0,3,0.657142857,0.156174927,6,,,0,False,True,0.0,0.828571429,1,0.0
D-Fucitol,L-Glutamine,1.0,0.0,3,0.8,0.009627925,9,,,0,False,True,0.0,0.9,1,0.0
D-Fucitol,n-Butylamine,1.0,0.0,3,0.602515734,0.085953358,9,,,0,False,True,0.0,0.801257867,1,0.0
"D-Isoleucine, N-acetyl-","Erythrono-1,4-lactone, (Z)-",0.610720562,0.0054783,19,0.641873278,0.018024622,13,0.991031209,1.46e-05,7,True,True,0.000183581,0.747875017,1,0.001476492
"D-Isoleucine, N-acetyl-",L-5-Oxoproline,0.586191959,0.008347723,19,0.922172222,0.001110817,8,0.678571429,0.093750254,7,True,True,0.000553507,0.728978537,1,0.004144344
"D-Isoleucine, N-acetyl-",L-Methionine,0.506151142,0.027022829,19,0.779311086,0.00168724,13,0.75,0.0521814,7,True,True,0.000361548,0.67848741,1,0.002794816
"D-Isoleucine, N-acetyl-","Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",0.364235501,0.125250012,19,0.619298246,0.0317569,12,0.75,0.0521814,7,True,True,0.006677982,0.577844582,1,0.035500038
