n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,edge_dir,Pooled FDR
L-Glutamine,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.5,0.666666667,3,1,0,4,0.948683298,0.051316702,4,0.926644502,4.13E-05,11,3,TRUE,+,1,0.003068892
L-Glutamine,Suberic acid,,,0,0.8,0.104088039,5,0.49280538,0.320632583,6,0.744128121,0.003535955,13,2,TRUE,+,1,0.042202279
L-Glutamine,Triethyl citrate,,,3,1,1.40E-24,5,0.737864787,0.262135213,4,0.780141844,0.002759461,12,2,TRUE,+,1,0.036648788
L-Glutamine,Yangonin,1,0,3,1,0,4,0.617647059,0.191341848,6,0.812760837,0.00073209,13,3,TRUE,+,1,0.016792041
"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",Propanoic acid,,,0,0.866025404,0.333333333,3,0.102597835,0.869597921,5,0.839669922,0.004627839,9,2,TRUE,+,1,0.048301898
Lignoceric acid,Myristic acid,1,0,3,0.7,0.188120404,5,0.507519219,0.304083495,6,0.78208156,0.000949134,14,3,TRUE,+,1,0.01925397
Lignoceric acid,Pipecolic acid,1,0,3,0.737864787,0.154618523,5,0.695725243,0.124789337,6,0.719337456,0.003732878,14,3,TRUE,+,1,0.043348461
Lignoceric acid,Suberic acid,,,0,0.9,0.037386073,5,0.695725243,0.124789337,6,0.856749311,0.000183547,13,2,TRUE,+,1,0.007799738
L-Leucine,L-Tryptophan,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.771428571,0.072396501,6,0.754171768,0.001831544,14,3,TRUE,+,1,0.029376841
"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",L-Tryptophan,,,0,-0.8,0.2,4,-0.9,0.037386073,5,-0.837924407,0.002470484,10,2,TRUE,-,-1,0.035078956
"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",Mevalonolactone,,,0,0.8,0.2,4,0.9,0.037386073,5,0.820672484,0.003621706,10,2,TRUE,+,1,0.042960539
"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",Picolinic acid,,,0,0.774596669,0.225403331,4,0.820782682,0.088587005,5,0.810595312,0.004448969,10,2,TRUE,+,1,0.04778055
"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",Xylazine,,,0,-1,0,4,-1,1.40E-24,5,-0.81651758,0.003948072,10,2,TRUE,-,-1,0.044252735
L-Tryptophan,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.866025404,0.333333333,3,1,0,4,0.6,0.4,4,0.936082818,2.25E-05,11,3,TRUE,+,1,0.002229427
L-Tryptophan,Triethyl citrate,,,3,1,1.40E-24,5,0.8,0.2,4,0.820605202,0.001073572,12,2,TRUE,+,1,0.021285535
L-Tryptophan,Yangonin,0.866025404,0.333333333,3,1,0,4,0.840668002,0.036057573,6,0.856947751,0.000182226,13,3,TRUE,+,1,0.007799738
L-Tyrosine,L-Valine,1,0,3,0.6,0.4,4,0.974679434,0.00481823,5,0.836879433,0.000686941,12,3,TRUE,+,1,0.016148322
L-Valine,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",1,0,3,1,0,4,0.927633657,0.007665844,6,0.836568307,0.000363777,13,3,TRUE,+,1,0.011121484
Malic acid,Thymol,1,0,3,1,0,4,0.410391341,0.492535782,5,0.752197998,0.004769357,12,3,TRUE,+,1,0.049116116
Malic acid,Uracil,1,0,3,0.615587011,0.26899777,5,0.927633657,0.007665844,6,0.866303102,6.14E-05,14,3,TRUE,+,1,0.003959601
Methanesulfonic acid,Methylthiouracil,,,0,0.9,0.037386073,5,0.828571429,0.041562682,6,0.932600607,3.37E-06,13,2,TRUE,+,1,0.000788828
Methanesulfonic acid,Phenoxyethanol,,,0,0.9,0.037386073,5,0.753702346,0.083523281,6,0.765843126,0.002272358,13,2,TRUE,+,1,0.033411443
Methanesulfonic acid,Pinosylvin,,,0,0.9,0.037386073,5,0.885714286,0.018845481,6,0.938705468,6.14E-06,12,2,TRUE,+,1,0.000949254
Methanesulfonic acid,Xylazine,,,0,0.974679434,0.00481823,5,0.771428571,0.072396501,6,0.761799159,0.002475722,13,2,TRUE,+,1,0.035078956
Methylthiouracil,Phenoxyethanol,,,0,0.7,0.188120404,5,0.782690898,0.065703848,6,0.768276593,0.002156412,13,2,TRUE,+,1,0.032196317
Methylthiouracil,Pinosylvin,,,0,1,1.40E-24,5,0.885714286,0.018845481,6,0.901754386,6.10E-05,12,2,TRUE,+,1,0.003959601
Monocaproin,"N,N-Dimethyl-2-aminoethanol",1,0,3,0.8,0.2,4,0.5,0.666666667,3,0.815966276,0.003992905,10,3,TRUE,+,1,0.044497302
Myristic acid,Pipecolic acid,1,0,3,0.948683298,0.013846833,5,0.735612358,0.095610781,6,0.93466281,9.75E-07,14,3,TRUE,+,1,0.000342641
Myristic acid,Suberic acid,,,0,0.5,0.391002219,5,0.735612358,0.095610781,6,0.798070494,0.001076111,13,2,TRUE,+,1,0.021285535
N-Acetyl-L-alanine,Suberic acid,,,0,0.666885929,0.218893981,5,0.828571429,0.041562682,6,0.750345541,0.003129234,13,2,TRUE,+,1,0.039097731
"Naringenin 4',7-dimethylether",Trimethylolpropane,,,0,1,0,3,0.948683298,0.051316702,4,0.945454545,0.001295807,7,2,TRUE,+,1,0.023804681
N-Caffeoyl-O-methyltyramine,Niacin,,,0,0.8,0.104088039,5,0.131578947,0.832953157,5,0.823394495,0.001842225,11,2,TRUE,+,1,0.029376841
N-Caffeoyl-O-methyltyramine,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,,,0,0.8,0.2,4,0.8,0.2,4,0.85,0.003704777,9,2,TRUE,+,1,0.043234395
N-Caffeoyl-O-methyltyramine,Norketamine,,,0,0.9,0.037386073,5,0.343321825,0.505250913,6,0.795057967,0.001995269,12,2,TRUE,+,1,0.030756441
Niacin,Norketamine,0.866025404,0.333333333,3,0.9,0.037386073,5,0.710526316,0.178618919,5,0.904307412,2.19E-05,13,3,TRUE,+,1,0.002203823
Niacin,"Propanoic acid, dimethyl(isopropyl)silyl ester",,,0,0.9,0.037386073,5,0.820782682,0.088587005,5,0.789962573,0.003817388,11,2,TRUE,+,1,0.043738779
Niacin,Triethyl citrate,,,3,0.9,0.037386073,5,1,0,3,0.862421616,0.000635434,11,2,TRUE,+,1,0.015430434
Niacin,Vanillylmandelic acid,,,0,0.9,0.037386073,5,0.6,0.4,4,0.861344538,0.002846243,9,2,TRUE,+,1,0.037203596
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,Propylene glycol,0.5,0.666666667,3,0.8,0.2,4,0.632455532,0.367544468,4,0.791780671,0.0036813,11,3,TRUE,+,1,0.043234395
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,Suberic acid,,,0,0.8,0.2,4,0.8,0.2,4,0.814593429,0.004106132,10,2,TRUE,+,1,0.04530217
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,Tetrahydro-solasodine triacetate,0.866025404,0.333333333,3,0.8,0.2,4,0.8,0.2,4,0.780830058,0.004558029,11,3,TRUE,+,1,0.048027375
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,Yangonin,0.5,0.666666667,3,1,0,4,0.948683298,0.051316702,4,0.883316009,0.000312452,11,3,TRUE,+,1,0.010378361
Norketamine,Triethyl citrate,,,3,1,1.40E-24,5,0.894427191,0.105572809,4,0.889685349,0.000106622,12,2,TRUE,+,1,0.005497454
Octacosanol,Phenoxyethanol,,,0,-0.5,0.666666667,3,-1,0,4,-0.873493976,0.004593358,8,2,TRUE,-,-1,0.048136903
Phenol,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",-1,0,3,-0.4,0.6,4,-0.615587011,0.26899777,5,-0.769772718,0.003409541,12,3,TRUE,-,-1,0.041453882
Phenol,Uracil,-1,0,3,-0.410391341,0.492535782,5,-0.9,0.037386073,5,-0.766577511,0.002236868,13,3,TRUE,-,-1,0.033078274
Phenoxyethanol,Pinosylvin,,,0,0.7,0.188120404,5,0.608759587,0.199660189,6,0.755712942,0.004469318,12,2,TRUE,+,1,0.04778055
Pipecolic acid,Suberic acid,,,0,0.579750904,0.305574919,5,1,0,6,0.781770939,0.001594495,13,2,TRUE,+,1,0.027102916
Pipecolic acid,Supraene,,,0,0.316227766,0.683772234,4,0.8,0.104088039,5,0.821926377,0.001907852,11,2,TRUE,+,1,0.030051579
"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",Uracil,1,0,3,0.948683298,0.051316702,4,0.088235294,0.867990535,6,0.730291155,0.004587671,13,3,TRUE,+,1,0.048136903
"Propanoic acid, dimethyl(isopropyl)silyl ester",Vanillylmandelic acid,,,0,1,1.40E-24,5,0.5,0.391002219,5,0.847560976,0.001957146,10,2,TRUE,+,1,0.030488173
Propanoic acid,Synephrine,,,0,1,0,3,0.666885929,0.218893981,5,0.895405327,0.001098526,9,2,TRUE,+,1,0.021508858
Stearic acid,Triethyl citrate,,,3,0.9,0.037386073,5,0.5,0.666666667,3,0.891975235,0.000223721,11,2,TRUE,+,1,0.008608243
Tetrahydro-solasodine triacetate,Yangonin,0.866025404,0.333333333,3,0.8,0.2,4,0.666736691,0.148089799,6,0.814661913,0.000694834,13,3,TRUE,+,1,0.016235173
