,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC_3302_260124,VECPAC_3353_260124,VECPAC_3369_260124,VECPAC_3673_250124,VECPAC_3674_250124,VECPAC_3675_250124,VECPAC_3677_250124,VECPAC_3678_250124,VECPAC_3679_250124,VECPAC_3680_250124,VECPAC_3688_260124,VECPAC_3697_260124
D-(-)-Citramalic acid,8.927193914649346,10.290000132823216,8.180980107473209,11.352031553180217,9.55465740107734,6.626991504049017,7.579160464356385,9.389423714485895,10.290000132823216,,,6.626991504049017,6.011485675066638,3.169251445092533,3.169251445092533,6.851944708255062,,8.70137053681611,
"D-(-)-Fructofuranose, pentakis",19.373715287645794,7.349333144756701,18.146732428191484,19.111393474644355,20.13029494729554,19.619613701792996,19.73026119017532,19.70604811101948,18.845198672700803,18.167845091610587,19.006227470443676,12.54198645666189,19.557040253405585,20.311550126033207,19.75929092704027,18.71169549787637,18.476278414990613,19.041809772503246,20.97208011605648
"D-(-)-Lyxose, tetrakis",21.13986814143362,20.764520586708755,21.03071867276113,20.68214447295243,20.851792673206322,19.196133957377043,21.353990801751774,19.428052268837387,20.909596619453275,20.521129777544616,21.03071867276113,20.97208011605648,20.909596619453275,20.37293560987165,20.622527347301173,,20.909596619453275,20.726772116238248,20.311550126033207
"D-(-)-Ribofuranose, tetrakis",20.015400450181136,20.412894326028773,18.845198672700803,19.836815898828075,20.55800492083832,17.9703152804029,19.93615921480365,19.836815898828075,19.93615921480365,20.282845106291333,18.099405241402923,19.006227470443676,19.784978468842798,19.40112825360151,20.13029494729554,19.238178509274245,20.37293560987165,18.067802151495375,18.384743776911353
D-(+)-Glucosamine,,,,,,,10.597362448682182,,,,,,,,,,,,
"D-(+)-Ribono-1,4-lactone (R,S,R)-",4.042302684712381,,5.780781826731148,,5.492587507180741,6.011485675066638,6.011485675066638,6.011485675066638,9.263169610007262,4.650390535140694,4.042302684712381,3.169251445092533,3.8664236798363363,0.42938168600727616,2.33008997616814,2.6586105703581726,,4.650390535140694,6.626991504049017
"D-(+)-Talofuranose, pentakis",16.683230452587587,17.18390131300288,16.438081737124296,12.648367971552656,16.777435758955107,13.142314848172498,15.987340996624212,15.27775971487917,17.004097576168448,16.754017742127477,13.486935356855955,16.46608106041675,13.384242609570157,14.23656264783452,12.973984865736929,16.62015830441966,16.46608106041675,16.38183820466894,12.34252853444541
"D-(+)-Xylose, tetrakis",,,,,,,,,,,,,,,,,,,
D-Arabinose,13.486935356855955,14.097534989379085,13.486935356855955,13.969017570602182,12.71541301167215,15.06216893372275,14.69462912360585,14.275597233158507,14.954226218124793,12.851130005545624,14.69462912360585,13.061337356156647,15.387207438721274,12.54198645666189,14.23656264783452,13.661110744431403,13.661110744431403,13.486935356855955,13.888768859555105
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",23.044533775765217,24.78851327640558,22.15361929401101,23.96170339436142,24.574684280008256,23.347029901067888,22.714432844311936,22.87128886195247,22.819646216124017,22.98560858642985,22.793787072967287,22.793787072967287,23.569275194584492,22.672666772922494,23.044533775765217,22.461852403642705,22.94234907146313,21.932443111260625,23.13342641476172
D-Fructose,7.349333144756701,9.959343445348225,8.035836504586728,9.786396331438558,8.462081508199269,3.169251445092533,7.349333144756701,8.180980107473209,10.672271935739,6.626991504049017,5.780781826731148,4.387558178619198,6.851944708255062,4.042302684712381,5.780781826731148,7.101979900361118,,7.8331548137904665,7.579160464356385
D-Fucitol,,,,,,22.498647007706285,22.083540039335475,,,,,,22.59620392842164,,,,,,
"D-Isoleucine, N-acetyl-",19.165361253897753,19.484092813707292,19.006227470443676,18.845198672700803,19.680043094355472,18.920031263707177,18.122745545681454,18.783583416561473,18.616815534080125,18.099405241402923,18.845198672700803,17.71935181383045,18.445736051641244,18.27004821318735,18.384743776911353,18.982455202263463,17.18390131300288,18.122745545681454,18.81784453532393
D-Leucylglycylglycine,20.909596619453275,,20.282845106291333,20.250561678826074,,20.37293560987165,,19.981136793731093,19.307757003083296,22.461852403642705,,19.428052268837387,19.883009781599384,19.784978468842798,21.666820260557778,19.784978468842798,18.338252144438364,19.93615921480365,19.59111089718225
D-Mannose,28.15647018189146,28.466517823803166,28.61890691834191,27.37166722129166,27.480497132379266,27.652869245298074,27.652869245298074,26.61703252817343,27.840400889593987,26.73113762020699,26.275234453931155,26.48557796769458,25.27942380505664,25.580754511247207,27.72110023467361,,26.61703252817343,27.04986589051757,27.37166722129166
D-Ornithine,,,,,,,,,,,17.18390131300288,,17.452984868127295,14.498047445791943,,18.54607657424519,,,
D-Proline,18.19571481244928,,17.92796028854143,18.413236135757618,18.146732428191484,17.452984868127295,17.57582771507508,,17.694233106773762,,17.55107639663601,18.338252144438364,,15.419080398564928,16.88582275729898,,17.341737961303735,17.380273325481745,17.161130790795806
"D-Psicofuranose, pentakis",23.188670856276904,23.657146018107714,22.217637896331325,23.13342641476172,23.569275194584492,,23.513731160519086,23.089706815587537,23.242736859447106,23.188670856276904,22.217637896331325,22.74375232752856,23.513731160519086,22.714432844311936,22.98560858642985,23.513731160519086,22.672666772922494,22.714432844311936,
D-Ribose,,,,,,,,10.156959752179517,,9.263169610007262,,,,,,,17.75054920086567,,
D-Threitol,,12.973984865736929,12.75629840687443,,12.934235101144486,12.648367971552656,,,13.587684171455688,,12.75629840687443,,13.202735672256493,,13.279955504586576,13.705036517264892,13.061337356156647,,
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",20.13029494729554,16.754017742127477,19.619613701792996,,16.438081737124296,,19.44973986247903,20.176184762722553,19.73026119017532,19.041809772503246,19.165361253897753,19.73026119017532,,19.44973986247903,19.40112825360151,20.764520586708755,19.73026119017532,14.18125130759073,20.282845106291333
Decanoic acid,19.082710794944074,19.680043094355472,19.75929092704027,19.75929092704027,19.510894133591727,20.13029494729554,19.196133957377043,19.510894133591727,19.111393474644355,19.510894133591727,19.510894133591727,19.75929092704027,19.510894133591727,19.643014490743155,19.428052268837387,19.75929092704027,19.75929092704027,19.428052268837387,19.111393474644355
Dehydronorketamine,18.54607657424519,,15.27775971487917,,,15.987340996624212,16.438081737124296,17.71935181383045,16.410390838522662,16.410390838522662,15.513238079863951,17.482898816498015,16.055258902576476,16.754017742127477,16.196815076915343,17.622626845074784,16.717595862350713,17.161130790795806,17.55107639663601
Delorazepam,19.428052268837387,20.13029494729554,19.373715287645794,21.536837077244485,21.72692569277056,19.784978468842798,19.680043094355472,19.93615921480365,19.643014490743155,,19.44973986247903,20.048178093508255,19.836815898828075,19.836815898828075,19.836815898828075,20.015400450181136,19.91599258463902,18.584602037981732,19.373715287645794
Deoxycholic Acid,13.108609595893817,15.845249808229195,,17.85323205114088,17.075605475683055,14.135535146186546,10.672271935739,15.869772142624784,14.69462912360585,15.17971282130651,13.969017570602182,12.45432714538583,15.17971282130651,13.486935356855955,,13.486935356855955,14.752753869048119,16.49493611036931,13.142314848172498
Desmosterol,13.803768503839452,13.587684171455688,13.803768503839452,15.132034197194876,14.135535146186546,13.021065974882575,13.841717174472093,11.54057039968994,11.911089499531661,11.852572637105249,13.021065974882575,12.010591482384593,13.451920274104108,13.142314848172498,10.672271935739,11.702999974452922,13.236992756140435,12.11766569327182,9.959343445348225
Dicyclohexylamine,19.041809772503246,21.826086982329297,19.784978468842798,20.726772116238248,23.88488575755639,,,19.883009781599384,21.932443111260625,,,20.796120366639247,22.36242904585225,20.97208011605648,21.4924825260643,24.367377170818397,21.276455057853646,,21.06766643052152
Dihydrouracil,17.57582771507508,19.40112825360151,18.384743776911353,19.165361253897753,20.213975534351633,17.71935181383045,,19.082710794944074,19.91599258463902,19.27750979839458,,18.71169549787637,18.982455202263463,17.75054920086567,,19.111393474644355,18.146732428191484,19.557040253405585,18.845198672700803
Dimethyl fumarate,,16.055258902576476,14.016760511899433,14.82252358726726,14.016760511899433,13.451920274104108,14.18125130759073,10.816519025025727,15.17971282130651,15.06216893372275,17.004097576168448,14.69462912360585,15.097648609267608,12.851130005545624,14.498047445791943,15.419080398564928,14.498047445791943,15.387207438721274,14.69462912360585
"Dimethyl hexopyranosiduronate, alpha-D-",18.27004821318735,19.75929092704027,16.818730054272347,16.596599790336178,20.68214447295243,20.622527347301173,19.784978468842798,20.37293560987165,20.176184762722553,18.19571481244928,20.37293560987165,19.111393474644355,21.881386062604122,19.680043094355472,20.08581433828977,20.176184762722553,17.828171898501733,18.616815534080125,19.981136793731093
Dinoseb ,10.41465803892945,11.451901464096682,9.959343445348225,12.11766569327182,10.816519025025727,7.101979900361118,7.8331548137904665,10.41465803892945,10.816519025025727,10.504176711825929,9.389423714485895,8.927193914649346,8.035836504586728,5.780781826731148,6.851944708255062,8.70137053681611,8.927193914649346,8.035836504586728,7.8331548137904665
Diphenyl ether,15.450219862387353,15.913007545611654,15.06216893372275,16.271278806206077,15.419080398564928,15.029012160129879,14.79222004016628,15.315767170363468,15.132034197194876,15.419080398564928,14.82252358726726,15.029012160129879,14.82252358726726,14.097534989379085,14.870399381924507,14.82252358726726,14.908740008406308,15.097648609267608,14.37430701565699
DL-Glyceraldehyde,8.180980107473209,10.057422420940377,7.349333144756701,11.174838890141631,9.263169610007262,5.271128254903739,7.101979900361118,9.093836633449822,9.55465740107734,9.389423714485895,6.011485675066638,6.011485675066638,4.650390535140694,2.6586105703581726,4.993422941775118,5.780781826731148,6.263809164395452,6.851944708255062,6.011485675066638
DL-Ornithine,17.380273325481745,,18.71169549787637,16.62015830441966,,18.54607657424519,18.54607657424519,14.82252358726726,16.652414170199286,15.913007545611654,18.81784453532393,16.49493611036931,17.75054920086567,17.771453411231228,17.771453411231228,17.2793330704936,18.099405241402923,17.452984868127295,15.717284783435158
DL-Phenylalanine,28.466517823803166,29.092427567879824,28.25078332157805,28.466517823803166,28.25078332157805,29.092427567879824,28.75197080078838,26.951515096076143,27.37166722129166,26.951515096076143,28.25078332157805,26.370981945534925,27.72110023467361,28.041912960282012,27.652869245298074,26.83629718693505,27.583060037643673,27.915056704927547,26.73113762020699
"DL-Proline, 5-oxo-",20.213975534351633,,17.04096178105604,19.484092813707292,19.70604811101948,17.80530050683495,,,,,,16.020041075191802,,,,17.527476892874603,,20.015400450181136,
Dobutamine,,17.9703152804029,18.413236135757618,,,17.425469615628202,,,18.023288474614425,18.023288474614425,18.952843152843755,17.57582771507508,18.54607657424519,17.482898816498015,18.27004821318735,18.664435456008388,18.71169549787637,19.111393474644355,17.482898816498015
Doconexent,26.83629718693505,27.72110023467361,25.580754511247207,27.480497132379266,27.583060037643673,25.580754511247207,25.81451661405914,26.48557796769458,25.580754511247207,26.275234453931155,25.05852323335223,25.580754511247207,25.9241598873494,25.390618357577036,25.05852323335223,25.580754511247207,26.73113762020699,25.81451661405914,26.370981945534925
Docosyl octyl ether,18.745239137098054,16.818730054272347,18.099405241402923,,18.783583416561473,16.128297064816426,17.75054920086567,16.923768456776862,16.777435758955107,17.71935181383045,17.828171898501733,18.354817041878665,13.927344928519762,13.202735672256493,16.128297064816426,14.562548400415062,17.694233106773762,19.484092813707292,16.754017742127477
Dodecanamide,,,,,,,,,,,,24.367377170818397,,,,,25.677586203197585,,
"Dodecanamide, N-(2-hydroxyethyl)-",22.87128886195247,,20.764520586708755,,,20.282845106291333,22.03062413594252,21.06766643052152,20.521129777544616,21.03071867276113,20.796120366639247,22.083540039335475,21.06766643052152,21.77171271626758,21.353990801751774,22.536310350970176,22.498647007706285,21.59232670698472,21.4924825260643
"Dodecane, 4,6-dimethyl-",20.97208011605648,20.726772116238248,20.048178093508255,16.754017742127477,20.37293560987165,19.643014490743155,17.425469615628202,20.726772116238248,20.37293560987165,19.70604811101948,16.38183820466894,14.79222004016628,16.410390838522662,15.132034197194876,8.180980107473209,12.010591482384593,16.652414170199286,17.075605475683055,15.645101065611946
"Dodecanoic acid, 1-methylethyl ester",,14.602831874048219,13.236992756140435,14.602831874048219,13.061337356156647,12.254255565391986,13.202735672256493,,,13.525964325740457,,,,12.45432714538583,0.7963408236682645,,13.279955504586576,10.41465803892945,
Dodecanoic acid,18.664435456008388,19.27750979839458,18.884904222816214,19.40112825360151,18.952843152843755,18.616815534080125,18.19571481244928,18.664435456008388,18.413236135757618,18.982455202263463,18.338252144438364,18.845198672700803,18.81784453532393,18.099405241402923,18.476278414990613,19.196133957377043,18.81784453532393,18.783583416561473,18.476278414990613
Dodecylcyclohexane,21.666820260557778,22.25454311636915,21.881386062604122,21.881386062604122,22.03062413594252,22.03062413594252,21.436027940821884,21.666820260557778,21.72692569277056,21.666820260557778,21.436027940821884,21.826086982329297,21.72692569277056,21.353990801751774,21.59232670698472,21.881386062604122,22.15361929401101,21.353990801751774,21.536837077244485
Dopamine,,,,,20.176184762722553,22.536310350970176,,22.98560858642985,,22.15361929401101,,23.188670856276904,22.94234907146313,22.793787072967287,22.498647007706285,23.089706815587537,23.569275194584492,22.36242904585225,23.88488575755639
Ecgonine,,,,,23.347029901067888,,,,23.188670856276904,22.42586394085616,22.819646216124017,,,,,,,22.461852403642705,
Eicosapentaenoic acid,,,,,26.61703252817343,,,,,26.370981945534925,23.88488575755639,,,,,24.131480788694507,,,
Erythritol,22.25454311636915,22.672666772922494,22.87128886195247,21.932443111260625,19.557040253405585,24.131480788694507,22.98560858642985,16.196815076915343,22.793787072967287,22.59620392842164,22.03062413594252,18.616815534080125,22.498647007706285,21.982890212151023,23.96170339436142,23.413959076455505,22.536310350970176,21.982890212151023,22.59620392842164
"Erythrono-1,4-lactone, (Z)-",14.652475967546629,16.652414170199286,16.158757824965644,16.353057429306126,15.758803952076102,16.096768702232197,14.602831874048219,15.565468037586037,16.318348938049894,13.202735672256493,15.758803952076102,15.34840479647482,15.942851569939227,14.994956784763316,15.535519046537786,16.228616609227707,15.387207438721274,14.994956784763316,15.681044372379066
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",,,,,,,,14.908740008406308,,14.69462912360585,,,,,,5.271128254903739,,3.8664236798363363,3.8664236798363363
"Ethanol, 2-(9-octadecenyloxy)-",9.786396331438558,14.562548400415062,14.37430701565699,14.908740008406308,14.097534989379085,11.54057039968994,11.352031553180217,12.010591482384593,,14.23656264783452,13.803768503839452,13.803768503839452,,13.108609595893817,13.486935356855955,8.31836637721953,13.888768859555105,10.816519025025727,
Ethanolamine,,,27.583060037643673,,,27.840400889593987,26.61703252817343,27.652869245298074,28.25078332157805,27.583060037643673,27.480497132379266,27.37166722129166,27.652869245298074,27.480497132379266,27.583060037643673,27.04986589051757,,27.961022397086754,26.83629718693505
"Ethanone, 1-(2,5-dimethoxyphenyl)-",16.777435758955107,,18.616815534080125,,,,,,14.752753869048119,,,14.43193203936262,,,,,,,
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",,13.525964325740457,,,,,11.097644027950611,,,,,,11.174838890141631,11.54057039968994,11.911089499531661,,,,11.097644027950611
Ethyl alpha-D-glucopyranoside,10.057422420940377,11.852572637105249,10.597362448682182,11.911089499531661,11.911089499531661,10.41465803892945,9.389423714485895,11.768591306054258,11.54057039968994,10.156959752179517,11.352031553180217,8.70137053681611,10.41465803892945,9.263169610007262,9.653884326979462,9.55465740107734,12.173869178468715,10.290000132823216,11.54057039968994
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,,,,,,23.089706815587537,,,25.9241598873494,,,,,,,25.81451661405914,25.122634110113633,,25.580754511247207
Fenitrothion,22.714432844311936,24.91354820199538,24.91354820199538,22.94234907146313,22.819646216124017,22.461852403642705,21.982890212151023,22.714432844311936,22.59620392842164,22.94234907146313,22.25454311636915,22.15361929401101,22.42586394085616,23.569275194584492,22.536310350970176,22.819646216124017,23.242736859447106,23.242736859447106,22.98560858642985
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",16.271278806206077,16.353057429306126,16.055258902576476,14.652475967546629,16.158757824965644,15.387207438721274,15.604385459398587,,,,,16.158757824965644,,,,,,,
"Furan, 2-pentyl-",16.754017742127477,17.161130790795806,17.004097576168448,17.2793330704936,16.683230452587587,16.562735290244287,,16.271278806206077,,16.49493611036931,15.913007545611654,15.869772142624784,15.845249808229195,15.34840479647482,15.758803952076102,16.271278806206077,15.987340996624212,16.410390838522662,16.158757824965644
Galactopyranose,16.596599790336178,15.029012160129879,14.82252358726726,16.158757824965644,16.055258902576476,,,17.04096178105604,14.04887509097324,18.067802151495375,15.34840479647482,17.50757132344384,17.527476892874603,18.122745545681454,,16.923768456776862,19.111393474644355,15.758803952076102,16.52855482367925
Gln-Ala,9.263169610007262,,,,,,,9.263169610007262,,,9.653884326979462,9.959343445348225,8.927193914649346,4.387558178619198,,,,,
Glucopyranose,13.451920274104108,12.058715523098858,9.55465740107734,13.236992756140435,10.290000132823216,12.010591482384593,12.254255565391986,12.71541301167215,12.54198645666189,13.384242609570157,12.058715523098858,,,,9.093836633449822,12.71541301167215,,13.061337356156647,13.525964325740457
Glucose,15.913007545611654,14.870399381924507,16.228616609227707,,14.18125130759073,16.923768456776862,17.452984868127295,17.527476892874603,17.2793330704936,16.128297064816426,16.683230452587587,15.387207438721274,16.683230452587587,15.845249808229195,16.52855482367925,15.029012160129879,14.652475967546629,15.717284783435158,17.30646749922955
Glyceric acid,12.401988378273696,,13.142314848172498,13.320509937444335,12.599692228383176,,,13.661110744431403,13.384242609570157,12.648367971552656,13.279955504586576,12.254255565391986,13.969017570602182,11.96445884754241,12.254255565391986,12.75629840687443,12.058715523098858,13.108609595893817,11.702999974452922
Glycine,27.181772801756683,27.652869245298074,26.61703252817343,27.652869245298074,27.652869245298074,26.73113762020699,26.73113762020699,26.83629718693505,26.83629718693505,27.181772801756683,25.201537470981773,25.390618357577036,26.047060488642316,26.047060488642316,26.047060488642316,26.370981945534925,27.181772801756683,26.61703252817343,26.275234453931155
"Glycine, N-(1-oxobutyl)-",17.30646749922955,18.952843152843755,19.70604811101948,17.30646749922955,19.784978468842798,18.952843152843755,16.46608106041675,16.88582275729898,20.015400450181136,20.015400450181136,19.981136793731093,17.075605475683055,17.828171898501733,19.91599258463902,18.338252144438364,18.338252144438364,,,19.93615921480365
"Glycine, N-(N-DL-leucylglycyl)-",18.71169549787637,19.510894133591727,19.307757003083296,19.373715287645794,18.745239137098054,19.238178509274245,19.082710794944074,17.85323205114088,17.482898816498015,18.745239137098054,17.622626845074784,18.167845091610587,17.85323205114088,17.55107639663601,18.167845091610587,18.19571481244928,18.413236135757618,18.221355320032423,17.771453411231228
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",12.010591482384593,,,,,12.173869178468715,,,,12.34252853444541,,,12.599692228383176,,,,,13.841717174472093,
Glycolic acid,24.367377170818397,25.489677409059098,24.6788673152338,24.574684280008256,24.78851327640558,24.78851327640558,24.207207247099554,24.574684280008256,25.27942380505664,24.91354820199538,24.6788673152338,24.286213584134483,24.91354820199538,24.450456888103545,25.201537470981773,24.574684280008256,24.91354820199538,24.367377170818397,24.6788673152338
Glycyl-l-glutamine,,,,,,,,,,21.932443111260625,,,,,,21.536837077244485,,,
Glyoxime,16.562735290244287,17.004097576168448,16.683230452587587,17.004097576168448,,16.196815076915343,15.913007545611654,,16.196815076915343,16.683230452587587,16.196815076915343,16.096768702232197,16.158757824965644,16.020041075191802,16.158757824965644,16.52855482367925,16.020041075191802,16.318348938049894,16.228616609227707
Guanabenz,27.480497132379266,,,28.15647018189146,,,27.583060037643673,,,,,26.951515096076143,,26.951515096076143,26.83629718693505,,,,
"Guanidine, N,N-dimethyl-",25.677586203197585,27.181772801756683,26.48557796769458,26.73113762020699,26.951515096076143,26.48557796769458,25.390618357577036,25.122634110113633,25.81451661405914,26.48557796769458,25.489677409059098,25.677586203197585,26.275234453931155,25.677586203197585,25.677586203197585,25.677586203197585,26.48557796769458,25.580754511247207,25.81451661405914
"Gulonic acid, gamma-lactone",,,,,,,,,,,,,,,,,16.923768456776862,,
Heptadecanoic acid,22.536310350970176,23.089706815587537,22.819646216124017,20.412894326028773,22.87128886195247,22.59620392842164,22.15361929401101,22.59620392842164,22.536310350970176,22.714432844311936,22.083540039335475,22.217637896331325,,22.15361929401101,22.323262053504177,22.87128886195247,23.089706815587537,22.74375232752856,22.94234907146313
Heptanoic acid,18.982455202263463,18.884904222816214,,19.44973986247903,18.982455202263463,18.982455202263463,18.845198672700803,19.111393474644355,18.81784453532393,19.238178509274245,18.884904222816214,19.238178509274245,19.041809772503246,18.413236135757618,18.616815534080125,19.307757003083296,19.307757003083296,18.982455202263463,18.664435456008388
Hexanedioic acid,17.04096178105604,17.694233106773762,17.380273325481745,17.622626845074784,17.771453411231228,18.745239137098054,16.49493611036931,17.341737961303735,17.04096178105604,17.9703152804029,18.745239137098054,18.81784453532393,18.122745545681454,17.527476892874603,17.694233106773762,17.9703152804029,17.527476892874603,18.146732428191484,17.04096178105604
Hexanoic acid,24.207207247099554,25.122634110113633,24.78851327640558,24.6788673152338,24.6788673152338,24.450456888103545,23.96170339436142,24.286213584134483,24.367377170818397,24.574684280008256,23.569275194584492,24.207207247099554,24.450456888103545,23.79182611549095,24.286213584134483,24.450456888103545,25.05852323335223,,24.367377170818397
Hexanoylglycine,10.290000132823216,13.108609595893817,11.174838890141631,14.18125130759073,14.318504119606336,,,10.915733241355301,,,10.057422420940377,9.55465740107734,,10.504176711825929,,8.180980107473209,,,12.814119138790673
Hippuric acid,20.521129777544616,21.436027940821884,16.966836940679226,21.826086982329297,22.217637896331325,20.909596619453275,20.622527347301173,20.521129777544616,20.622527347301173,21.353990801751774,21.536837077244485,21.536837077244485,21.77171271626758,22.25454311636915,21.982890212151023,21.4924825260643,21.436027940821884,19.27750979839458,20.37293560987165
Homocysteine thiolactone,,,,,,,15.513238079863951,,,,,,,,,,,,
Hydantoic acid,11.852572637105249,12.010591482384593,9.389423714485895,12.75629840687443,12.173869178468715,10.915733241355301,10.915733241355301,11.911089499531661,12.010591482384593,12.11766569327182,11.627538463099027,11.451901464096682,7.579160464356385,9.653884326979462,10.504176711825929,8.035836504586728,11.174838890141631,12.173869178468715,11.252681955681043
Hydracrylic acid,19.81176283367321,21.19107075264044,20.311550126033207,20.37293560987165,21.19107075264044,20.68214447295243,20.08581433828977,20.213975534351633,21.19107075264044,20.412894326028773,20.176184762722553,20.213975534351633,20.726772116238248,20.08581433828977,20.250561678826074,20.97208011605648,20.250561678826074,20.311550126033207,20.213975534351633
Hydroquinidine,15.248114698344054,16.271278806206077,15.387207438721274,15.987340996624212,15.987340996624212,17.622626845074784,15.029012160129879,14.752753869048119,17.66005726703293,15.604385459398587,17.380273325481745,14.908740008406308,17.18390131300288,13.841717174472093,14.954226218124793,15.27775971487917,14.69462912360585,17.771453411231228,14.870399381924507
Hydroquinone,15.17971282130651,16.196815076915343,16.410390838522662,,14.79222004016628,14.994956784763316,16.353057429306126,16.777435758955107,17.18390131300288,16.923768456776862,16.818730054272347,16.683230452587587,,16.410390838522662,16.923768456776862,,,,
Indole-3-carboxaldehyde,,,,,,,,,,,,13.142314848172498,13.486935356855955,11.911089499531661,,13.061337356156647,,,
Indole-3-lactic acid,13.202735672256493,13.021065974882575,13.279955504586576,13.705036517264892,13.142314848172498,12.71541301167215,12.648367971552656,13.841717174472093,13.748949654230755,12.401988378273696,12.010591482384593,12.648367971552656,12.814119138790673,11.852572637105249,11.627538463099027,12.648367971552656,11.852572637105249,12.851130005545624,13.202735672256493
Indole-5-carboxylic acid,,,14.04887509097324,,,11.097644027950611,12.71541301167215,13.486935356855955,13.525964325740457,13.451920274104108,12.814119138790673,12.34252853444541,12.851130005545624,12.254255565391986,13.021065974882575,12.934235101144486,13.705036517264892,13.803768503839452,12.010591482384593
"Inosose-2, 1,3,4,5,6-pentakis-",15.645101065611946,16.020041075191802,,,15.248114698344054,16.49493611036931,15.805582473336615,16.318348938049894,16.562735290244287,16.596599790336178,16.318348938049894,16.271278806206077,16.318348938049894,15.942851569939227,15.869772142624784,16.46608106041675,16.128297064816426,16.096768702232197,16.020041075191802
Isofucosterol,9.389423714485895,10.597362448682182,8.462081508199269,11.54057039968994,9.959343445348225,6.851944708255062,8.31836637721953,9.55465740107734,9.786396331438558,10.057422420940377,7.8331548137904665,6.851944708255062,5.271128254903739,4.993422941775118,6.011485675066638,7.8331548137904665,7.101979900361118,7.349333144756701,6.851944708255062
Isonicotinic Acid,21.399214169454186,21.666820260557778,20.68214447295243,21.59232670698472,21.666820260557778,21.59232670698472,21.826086982329297,21.982890212151023,22.461852403642705,22.217637896331325,20.851792673206322,21.13986814143362,21.536837077244485,21.666820260557778,21.77171271626758,22.36242904585225,22.793787072967287,21.536837077244485,22.672666772922494
Isopropyl palmitate,11.352031553180217,11.96445884754241,11.627538463099027,12.54198645666189,11.352031553180217,10.057422420940377,9.786396331438558,11.352031553180217,11.702999974452922,11.451901464096682,10.597362448682182,10.672271935739,10.504176711825929,8.462081508199269,9.55465740107734,5.492587507180741,10.504176711825929,11.174838890141631,9.653884326979462
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",,,12.71541301167215,,,,,,,,,,,,,,,,
Isoxaben,,,,11.451901464096682,,7.8331548137904665,,12.173869178468715,12.173869178468715,11.96445884754241,,10.816519025025727,9.786396331438558,,7.579160464356385,11.54057039968994,8.70137053681611,12.71541301167215,
Itaconic acid,14.23656264783452,14.79222004016628,14.275597233158507,15.419080398564928,14.652475967546629,13.803768503839452,13.486935356855955,15.17971282130651,,14.752753869048119,,,14.908740008406308,14.135535146186546,,,,14.79222004016628,14.43193203936262
Ketamine ,30.960316810156254,21.536837077244485,31.554849941706536,22.03062413594252,22.083540039335475,30.49740744194064,30.49740744194064,29.092427567879824,30.49740744194064,31.554849941706536,32.98634968627282,30.49740744194064,30.49740744194064,29.868658967698583,30.49740744194064,29.29763490916235,30.960316810156254,30.960316810156254,28.75197080078838
L-(+)-Threose,,,,,,,,,,,,,,,,,,,
L-5-Oxoproline,15.604385459398587,15.942851569939227,15.21264934573445,15.942851569939227,15.717284783435158,15.450219862387353,14.994956784763316,15.132034197194876,15.34840479647482,15.450219862387353,15.645101065611946,15.21264934573445,15.248114698344054,14.69462912360585,15.27775971487917,15.604385459398587,14.82252358726726,15.565468037586037,14.562548400415062
L-Alanine,27.840400889593987,28.61890691834191,27.652869245298074,28.041912960282012,29.092427567879824,27.583060037643673,26.951515096076143,27.480497132379266,27.915056704927547,27.961022397086754,28.61890691834191,27.72110023467361,28.466517823803166,27.37166722129166,27.961022397086754,27.37166722129166,,27.480497132379266,27.72110023467361
L-Asparagine,14.82252358726726,18.584602037981732,16.754017742127477,18.099405241402923,19.337477715676997,18.067802151495375,18.745239137098054,19.619613701792996,19.81176283367321,20.08581433828977,18.384743776911353,19.680043094355472,19.619613701792996,18.952843152843755,18.884904222816214,19.484092813707292,19.238178509274245,20.048178093508255,19.082710794944074
L-Aspartic acid,19.680043094355472,20.015400450181136,19.510894133591727,19.91599258463902,19.643014490743155,20.311550126033207,19.981136793731093,20.764520586708755,20.55800492083832,21.13986814143362,19.836815898828075,19.93615921480365,19.680043094355472,19.883009781599384,18.513421318437462,20.68214447295243,20.412894326028773,20.37293560987165,18.513421318437462
L-Citrulline,,,,,,,,,,,,,,,,,,17.92796028854143,
L-Cysteine,19.75929092704027,19.307757003083296,19.680043094355472,19.196133957377043,19.40112825360151,19.510894133591727,18.783583416561473,19.307757003083296,19.082710794944074,19.196133957377043,19.619613701792996,19.619613701792996,19.59111089718225,19.484092813707292,19.680043094355472,20.08581433828977,19.59111089718225,19.006227470443676,18.783583416561473
